ORDER,CLASS,TOKEN,SOURCE,DISTANCE
8,PSYCHOTIC,psychotic,Lexicon,0.4046690623056747
8,PSYCHOTIC,affective_psychosis,Lexicon,0.4111217667655451
8,PSYCHOTIC,no,Lexicon,0.43345709685420764
8,PSYCHOTIC,psychosis,Lexicon,0.44493217709253763
8,PSYCHOTIC,schizophrenia,DSM,0.45780059179662613
8,PSYCHOTIC,schizotypal,Lexicon,0.4629105264888924
8,PSYCHOTIC,paranoid,Lexicon,0.48343026637713704
8,PSYCHOTIC,substance_dependence,Lexicon,0.4859239532577284
8,PSYCHOTIC,personality_disorder,Lexicon,0.49220180770420363
8,PSYCHOTIC,affective_disorder,Lexicon,0.49851012775045667
8,PSYCHOTIC,atypical_psychosis,Lexicon,0.4992885778595798
8,PSYCHOTIC,substance_abuse,Lexicon,0.49936835337555263
10,BIPOLAR,bipolar_disorder,DSM,0.08866676233692194
10,BIPOLAR,bipolar_ii_disorder,DSM,0.107451612264583
10,BIPOLAR,bipolar,Lexicon,0.1655296313529443
10,BIPOLAR,bipolar_ii,Lexicon,0.2670766913392376
10,BIPOLAR,unipolar_depression,Lexicon,0.29140375212879
10,BIPOLAR,mood_disorder,Lexicon,0.31672621403570633
10,BIPOLAR,mania,Lexicon,0.3343430879688818
10,BIPOLAR,bipolar_depression,Lexicon,0.33740557948111505
10,BIPOLAR,major_depression,Lexicon,0.34684586150718444
10,BIPOLAR,affective_disorder,Lexicon,0.35921641634494395
10,BIPOLAR,major_depressive,Lexicon,0.3822674901960318
10,BIPOLAR,depressive,Lexicon,0.4023503859988504
10,BIPOLAR,schizoaffective,Lexicon,0.43301030778889316
10,BIPOLAR,psychotic,Lexicon,0.4419362358781448
11,DEPRESSIVE,major_depressive_disorder,DSM,0.17146122879088166
11,DEPRESSIVE,depressive_disorder,DSM,0.17381938937941876
11,DEPRESSIVE,dysthymia,DSM,0.22157512413417924
11,DEPRESSIVE,major_depression,Lexicon,0.24900739307210773
11,DEPRESSIVE,mdd,DSM,0.2908743990124937
11,DEPRESSIVE,depressive,Lexicon,0.30071812670859954
11,DEPRESSIVE,mood_disorder,Lexicon,0.3349495774465734
11,DEPRESSIVE,major_depressive_episode,Lexicon,0.3600941204232674
11,DEPRESSIVE,major_depressive,Lexicon,0.3677444951958121
11,DEPRESSIVE,unipolar_depression,Lexicon,0.3770019266196254
11,DEPRESSIVE,depression,Lexicon,0.3795564263877549
11,DEPRESSIVE,generalized_anxiety,Lexicon,0.4143684799862327
11,DEPRESSIVE,bipolar_depression,Lexicon,0.41665605533869
11,DEPRESSIVE,mania,Lexicon,0.4293159651790279
11,DEPRESSIVE,electroconvulsive_therapy,Lexicon,0.4312262085395967
11,DEPRESSIVE,borderline_personality_disorder,Lexicon,0.4362493625187912
11,DEPRESSIVE,depressive_symptom,Lexicon,0.4438953093572541
11,DEPRESSIVE,bipolar_ii,Lexicon,0.4440999126282994
11,DEPRESSIVE,affective_disorder,Lexicon,0.44956135140196696
11,DEPRESSIVE,psychiatric_diagnosis,Lexicon,0.4677311963052879
11,DEPRESSIVE,personality_disorder,Lexicon,0.46976881068402376
11,DEPRESSIVE,bipolar,Lexicon,0.470398169485028
11,DEPRESSIVE,dysthymic_disorder,Lexicon,0.47083326686995586
11,DEPRESSIVE,premenstrual_dysphoric_disorder,DSM,0.48292525498832917
11,DEPRESSIVE,suffering,Lexicon,0.48515487136984226
12,ANXIETY,generalized_anxiety_disorder,DSM,0.14112557168464235
12,ANXIETY,social_phobia,DSM,0.1535825285707788
12,ANXIETY,specific_phobia,DSM,0.17223268594585295
12,ANXIETY,social_anxiety_disorder,DSM,0.17273295078882722
12,ANXIETY,anxiety_disorder,DSM,0.1879184204388421
12,ANXIETY,panic_disorder,DSM,0.1897667495821992
12,ANXIETY,agoraphobia,DSM,0.24566435379211282
12,ANXIETY,phobia,Lexicon,0.2856578901447445
12,ANXIETY,generalized_anxiety,Lexicon,0.3057534187857823
12,ANXIETY,separation_anxiety_disorder,DSM,0.3068956038192969
12,ANXIETY,panic_disorder_agoraphobia,Lexicon,0.3432520161595012
12,ANXIETY,social_anxiety,Lexicon,0.3699822507890498
12,ANXIETY,cognitive_behavioral_therapy,Lexicon,0.4008856804368286
12,ANXIETY,panic,Lexicon,0.4050124735101971
12,ANXIETY,hypochondriasis,Lexicon,0.4428687639429226
12,ANXIETY,separation_anxiety,Lexicon,0.44979477215662333
12,ANXIETY,panic_attack,Lexicon,0.4557354711618633
12,ANXIETY,major_depressive,Lexicon,0.4877754437471987
12,ANXIETY,mood_disorder,Lexicon,0.49005113021601376
12,ANXIETY,emotion_regulation,Lexicon,0.4959293246390618
12,ANXIETY,post_traumatic_stress_disorder,Lexicon,0.49717548764869757
13,OBSESSIVE_COMPULSIVE,trichotillomania,DSM,0.2228604579367156
13,OBSESSIVE_COMPULSIVE,obsessive_compulsive_disorder,DSM,0.35001595419831666
13,OBSESSIVE_COMPULSIVE,obsessivecompulsive_disorder,DSM,0.37747516916639523
13,OBSESSIVE_COMPULSIVE,body_dysmorphic_disorder,DSM,0.4116661638466207
13,OBSESSIVE_COMPULSIVE,skin_picking_disorder,DSM,0.4343628760867212
13,OBSESSIVE_COMPULSIVE,post_traumatic_stress_disorder,Lexicon,0.4525468112674891
13,OBSESSIVE_COMPULSIVE,tic_disorder,Lexicon,0.45624019079776157
13,OBSESSIVE_COMPULSIVE,tourette_syndrome,Lexicon,0.4601367679962006
13,OBSESSIVE_COMPULSIVE,obsessivecompulsive_personality_disorder,DSM,0.462538084084093
13,OBSESSIVE_COMPULSIVE,substance_addiction,Lexicon,0.4739236514314732
13,OBSESSIVE_COMPULSIVE,hoarding_disorder,DSM,0.48260345846859753
13,OBSESSIVE_COMPULSIVE,skinpicking_disorder,DSM,0.4835373194407865
13,OBSESSIVE_COMPULSIVE,hair_pulling_disorder,DSM,0.4840510724690923
13,OBSESSIVE_COMPULSIVE,gender_identity_disorder,Lexicon,0.4843459593912083
13,OBSESSIVE_COMPULSIVE,attention_deficit_hyperactivity_disorder,Lexicon,0.49051595850432184
14,TRAUMA_STRESSOR,posttraumatic_stress_disorder,DSM,0.2244618934815681
14,TRAUMA_STRESSOR,ptsd,DSM,0.3343164122222664
14,TRAUMA_STRESSOR,posttraumatic_stress,Lexicon,0.36201572197406673
14,TRAUMA_STRESSOR,post_traumatic_stress_disorder,Lexicon,0.3814182474435901
14,TRAUMA_STRESSOR,traumarelated_disorder,DSM,0.4020367289066512
14,TRAUMA_STRESSOR,acute_stress_disorder,DSM,0.4071568539781105
14,TRAUMA_STRESSOR,phobia,Lexicon,0.4202420635857117
14,TRAUMA_STRESSOR,generalized_anxiety,Lexicon,0.4427041063216056
14,TRAUMA_STRESSOR,adjustment_disorder,DSM,0.44670917058658977
14,TRAUMA_STRESSOR,reactive_attachment_disorder,DSM,0.4602606966923408
14,TRAUMA_STRESSOR,dissociative,Lexicon,0.46323599249185476
14,TRAUMA_STRESSOR,exposure_therapy,Lexicon,0.4686967653625649
14,TRAUMA_STRESSOR,hypervigilance,Lexicon,0.4714565657842341
14,TRAUMA_STRESSOR,social_anxiety,Lexicon,0.47893714952289523
14,TRAUMA_STRESSOR,panic_disorder_agoraphobia,Lexicon,0.4790500167347048
14,TRAUMA_STRESSOR,flashback,Lexicon,0.4812647317383446
14,TRAUMA_STRESSOR,hyperarousal,Lexicon,0.492781001523542
14,TRAUMA_STRESSOR,borderline_personality_disorder,Lexicon,0.4947667018873635
14,TRAUMA_STRESSOR,nightmare,Lexicon,0.49690766900721617
15,DISSOCIATIVE,dissociative_disorder,DSM,0.2798757150271193
15,DISSOCIATIVE,dissociative_amnesia,DSM,0.2814470589658651
15,DISSOCIATIVE,dissociative_identity_disorder,DSM,0.30430269907999397
15,DISSOCIATIVE,depersonalizationderealization_disorder,DSM,0.39831412318322457
15,DISSOCIATIVE,depersonalization_disorder,DSM,0.4126277798921999
15,DISSOCIATIVE,somatization_disorder,Lexicon,0.41518542283947124
15,DISSOCIATIVE,somatoform_disorder,Lexicon,0.4272423502675926
15,DISSOCIATIVE,post_traumatic_stress_disorder,Lexicon,0.46743773806115096
16,SOMATIC,factitious_disorder,DSM,0.26137717257605
16,SOMATIC,functional_neurological_symptom_disorder,DSM,0.37364394920165855
16,SOMATIC,conversion_disorder,DSM,0.3876849864562205
16,SOMATIC,somatic_symptom_disorder,DSM,0.42740620085448766
16,SOMATIC,gender_identity_disorder,Lexicon,0.4685542957800076
17,EATING,bulimia_nervosa,DSM,0.226695900768343
17,EATING,binge_eating_disorder,DSM,0.27265609669263857
17,EATING,anorexia_nervosa,DSM,0.3329265221354073
17,EATING,eating_disorder,DSM,0.3669246705414416
17,EATING,bingeeating_disorder,DSM,0.38444393792990417
17,EATING,pathological_gambling,Lexicon,0.4416264127114278
18,ELIMINATION,encopresis,DSM,0.0880305875325833
18,ELIMINATION,enuresis,DSM,0.14420934654518291
18,ELIMINATION,separation_anxiety,Lexicon,0.4708934779111249
19,SLEEP,rapid_eye_movement_sleep_behavior_disorder,DSM,0.30291366803631115
19,SLEEP,central_sleep_apnea,DSM,0.36237252019703103
19,SLEEP,narcolepsy,DSM,0.38298096670586546
19,SLEEP,rem_sleep_behavior_disorder,Lexicon,0.383770448125238
19,SLEEP,cataplexy,Lexicon,0.4140750724613088
19,SLEEP,rapid_eye_movement,Lexicon,0.4300961682544304
19,SLEEP,parasomnia,DSM,0.4318027260538263
19,SLEEP,sleepwake_disorder,DSM,0.4325155970979754
19,SLEEP,sleep_disorder,Lexicon,0.44058699532243584
19,SLEEP,idiopathic_hypersomnia,Lexicon,0.4523996711819315
19,SLEEP,hypersomnia,Lexicon,0.46187064155267066
19,SLEEP,rem_sleep_behaviour_disorder,Lexicon,0.4630716003711908
19,SLEEP,restless_leg_syndrome,DSM,0.4797101023312135
19,SLEEP,insomnia_disorder,DSM,0.4852284518132316
19,SLEEP,primary_insomnia,Lexicon,0.497659023777531
19,SLEEP,somatization_disorder,Lexicon,0.4978556241498229
22,SEXUAL,genitopelvic_painpenetration_disorder,DSM,0.326891258843405
22,SEXUAL,premature_ejaculation,DSM,0.35116417820143175
22,SEXUAL,delayed_ejaculation,DSM,0.37565004592165274
22,SEXUAL,female_sexual_interestarousal_disorder,DSM,0.3773651896411351
23,GENDER,gender_dysphoria,DSM,1.1102230246251565e-16
23,GENDER,gender_identity,Lexicon,0.49424635147142926
24,DISRUPTIVE,oppositional_defiant_disorder,DSM,0.2834658972534805
24,DISRUPTIVE,conduct_disorder,DSM,0.2933017837890356
24,DISRUPTIVE,intermittent_explosive_disorder,DSM,0.3553066042531675
24,DISRUPTIVE,impulse_control_disorder,DSM,0.38850802279063124
24,DISRUPTIVE,kleptomania,DSM,0.4070139753105737
24,DISRUPTIVE,antisocial_personality_disorder,Lexicon,0.40752354767031684
24,DISRUPTIVE,tic_disorder,Lexicon,0.41040049630819875
24,DISRUPTIVE,disruptive_disorder,DSM,0.41402009781749105
24,DISRUPTIVE,pathological_gambling,Lexicon,0.42103338912462696
24,DISRUPTIVE,personality_disorder,Lexicon,0.4562083131491692
24,DISRUPTIVE,tourette_disorder,Lexicon,0.4585716996703523
24,DISRUPTIVE,impulsecontrol_disorder,DSM,0.46131831171530036
24,DISRUPTIVE,disruptive_behavior_disorder,Lexicon,0.46756332202952955
24,DISRUPTIVE,attention_deficit_hyperactivity_disorder,Lexicon,0.4680627601779136
24,DISRUPTIVE,substance_addiction,Lexicon,0.4783728155218935
24,DISRUPTIVE,aspergers_disorder,Lexicon,0.49936536063920356
25,SUBSTANCE,cocaine_use_disorder,DSM,0.40114352249835916
25,SUBSTANCE,cocaine_dependence,Lexicon,0.4090035180179683
25,SUBSTANCE,cannabis_use_disorder,DSM,0.4102017904758203
25,SUBSTANCE,opioid_use_disorder,DSM,0.43182292753941487
25,SUBSTANCE,substance_use_disorder,DSM,0.45563318990629764
25,SUBSTANCE,substancerelated,Lexicon,0.46559305281074737
25,SUBSTANCE,cannabis_withdrawal,DSM,0.46636640502893034
25,SUBSTANCE,alcohol_dependence,Lexicon,0.47363306463106625
25,SUBSTANCE,stimulant_use_disorder,DSM,0.48087569645147354
25,SUBSTANCE,alcohol_addiction,Lexicon,0.4876935519021116
25,SUBSTANCE,opioid_dependence,Lexicon,0.4890268568007813
25,SUBSTANCE,alcohol_abuse,Lexicon,0.4921315219649496
25,SUBSTANCE,tobacco_smoking,Lexicon,0.49802696536485136
25,SUBSTANCE,opioid_use,Lexicon,0.49939762313524805
25,SUBSTANCE,withdrawal_symptom,Lexicon,0.49944416600766994
25,SUBSTANCE,opiate_dependence,Lexicon,0.4997942371547407
36,COGNITIVE,neurocognitive_disorder,DSM,0.2618000227713323
36,COGNITIVE,delirium,DSM,0.2824496900385929
36,COGNITIVE,cognitive_dysfunction,Lexicon,0.38689591371657983
36,COGNITIVE,cognitive_impairment,Lexicon,0.4264758030899538
36,COGNITIVE,cognitive_symptom,Lexicon,0.46732059083329414
36,COGNITIVE,cognitive_decline,Lexicon,0.4964678247996308
