ORDER,CLASS,TOKEN,SOURCE,DISTANCE
11,DEPRESSIVE,electroconvulsive_therapy,Lexicon,0.5687737914604032
11,DEPRESSIVE,borderline_personality_disorder,Lexicon,0.5637506374812085
11,DEPRESSIVE,depressive_symptom,Lexicon,0.556104690642746
11,DEPRESSIVE,bipolar_ii,Lexicon,0.5559000873717003
11,DEPRESSIVE,affective_disorder,Lexicon,0.5504386485980326
11,DEPRESSIVE,psychiatric_diagnosis,Lexicon,0.5322688036947121
11,DEPRESSIVE,personality_disorder,Lexicon,0.5302311893159763
11,DEPRESSIVE,bipolar,Lexicon,0.5296018305149719
11,DEPRESSIVE,dysthymic_disorder,Lexicon,0.5291667331300438
11,DEPRESSIVE,premenstrual_dysphoric_disorder,DSM,0.5170747450116705
11,DEPRESSIVE,suffering,Lexicon,0.5148451286301576
12,ANXIETY,generalized_anxiety_disorder,DSM,0.8588744283153577
12,ANXIETY,social_phobia,DSM,0.8464174714292211
12,ANXIETY,specific_phobia,DSM,0.8277673140541469
12,ANXIETY,social_anxiety_disorder,DSM,0.8272670492111726
12,ANXIETY,anxiety_disorder,DSM,0.8120815795611581
12,ANXIETY,panic_disorder,DSM,0.8102332504178006
12,ANXIETY,agoraphobia,DSM,0.7543356462078874
12,ANXIETY,phobia,Lexicon,0.7143421098552555
12,ANXIETY,generalized_anxiety,Lexicon,0.6942465812142175
12,ANXIETY,separation_anxiety_disorder,DSM,0.693104396180703
13,OBSESSIVE_COMPULSIVE,trichotillomania,DSM,0.7771395420632845
13,OBSESSIVE_COMPULSIVE,obsessive_compulsive_disorder,DSM,0.6499840458016832
13,OBSESSIVE_COMPULSIVE,obsessivecompulsive_disorder,DSM,0.6225248308336047
13,OBSESSIVE_COMPULSIVE,body_dysmorphic_disorder,DSM,0.5883338361533794
13,OBSESSIVE_COMPULSIVE,skin_picking_disorder,DSM,0.5656371239132789
13,OBSESSIVE_COMPULSIVE,post_traumatic_stress_disorder,Lexicon,0.5474531887325116
13,OBSESSIVE_COMPULSIVE,tic_disorder,Lexicon,0.5437598092022387
13,OBSESSIVE_COMPULSIVE,tourette_syndrome,Lexicon,0.5398632320037994
13,OBSESSIVE_COMPULSIVE,obsessivecompulsive_personality_disorder,DSM,0.537461915915907
13,OBSESSIVE_COMPULSIVE,substance_addiction,Lexicon,0.5260763485685267
13,OBSESSIVE_COMPULSIVE,hoarding_disorder,DSM,0.5173965415314029
13,OBSESSIVE_COMPULSIVE,skinpicking_disorder,DSM,0.5164626805592136
13,OBSESSIVE_COMPULSIVE,hair_pulling_disorder,DSM,0.5159489275309076
14,TRAUMA_STRESSOR,posttraumatic_stress_disorder,DSM,0.7755381065184317
14,TRAUMA_STRESSOR,ptsd,DSM,0.6656835877777334
14,TRAUMA_STRESSOR,posttraumatic_stress,Lexicon,0.6379842780259336
14,TRAUMA_STRESSOR,post_traumatic_stress_disorder,Lexicon,0.6185817525564103
14,TRAUMA_STRESSOR,traumarelated_disorder,DSM,0.5979632710933489
14,TRAUMA_STRESSOR,acute_stress_disorder,DSM,0.5928431460218895
14,TRAUMA_STRESSOR,phobia,Lexicon,0.5797579364142884
14,TRAUMA_STRESSOR,generalized_anxiety,Lexicon,0.5572958936783943
14,TRAUMA_STRESSOR,adjustment_disorder,DSM,0.5532908294134103
14,TRAUMA_STRESSOR,reactive_attachment_disorder,DSM,0.5397393033076592
36,COGNITIVE,neurocognitive_disorder,DSM,0.7381999772286675
36,COGNITIVE,delirium,DSM,0.7175503099614079
36,COGNITIVE,cognitive_dysfunction,Lexicon,0.6131040862834201
36,COGNITIVE,cognitive_impairment,Lexicon,0.5735241969100462
36,COGNITIVE,cognitive_symptom,Lexicon,0.532679409166706
