ORDER,DOMAIN,TOKEN,SOURCE,DISTANCE
2,POSITIVE_VALENCE,instrumental_learning,Lexicon,0.45337503873252893
2,POSITIVE_VALENCE,intertemporal_choice,Lexicon,0.45403886457942233
2,POSITIVE_VALENCE,loss_anticipation,Lexicon,0.4546501907527921
2,POSITIVE_VALENCE,feedback,Lexicon,0.4572238699429161
2,POSITIVE_VALENCE,delay_discounting,Lexicon,0.46817381904951416
2,POSITIVE_VALENCE,impulsivity,Lexicon,0.46990566041408466
2,POSITIVE_VALENCE,expectancy,Lexicon,0.47581215615065353
3,COGNITIVE_SYSTEMS,performance,Lexicon,0.2911302911935161
3,COGNITIVE_SYSTEMS,interference,Lexicon,0.30582148655551755
3,COGNITIVE_SYSTEMS,working_memory,Lexicon,0.3075031045162552
3,COGNITIVE_SYSTEMS,selective_attention,Lexicon,0.36530986555849176
3,COGNITIVE_SYSTEMS,shortterm_memory,Lexicon,0.36968195659209446
3,COGNITIVE_SYSTEMS,dual_task,Lexicon,0.3756655089507609
3,COGNITIVE_SYSTEMS,divided_attention,Lexicon,0.38196371655479666
3,COGNITIVE_SYSTEMS,manipulation,Lexicon,0.38551060302587614
3,COGNITIVE_SYSTEMS,attention,Lexicon,0.39350803906805043
3,COGNITIVE_SYSTEMS,visual_search,Lexicon,0.4014982918398322
3,COGNITIVE_SYSTEMS,nback,Lexicon,0.4037113810060875
3,COGNITIVE_SYSTEMS,sustained_attention,Lexicon,0.4105300094515614
3,COGNITIVE_SYSTEMS,processing_speed,Lexicon,0.4138312699489799
3,COGNITIVE_SYSTEMS,stroop,Lexicon,0.4153284571067012
3,COGNITIVE_SYSTEMS,cueing,Lexicon,0.4164671989631754
3,COGNITIVE_SYSTEMS,set_shifting,Lexicon,0.4189236185910924
3,COGNITIVE_SYSTEMS,nback_task,Lexicon,0.420853049087231
3,COGNITIVE_SYSTEMS,reaction_time,Lexicon,0.4219376471743608
3,COGNITIVE_SYSTEMS,visual_memory,Lexicon,0.4243339987520319
3,COGNITIVE_SYSTEMS,executive_function,Lexicon,0.42753308912031285
3,COGNITIVE_SYSTEMS,change_detection,Lexicon,0.4336655461269333
3,COGNITIVE_SYSTEMS,taskswitching,Lexicon,0.4372225103017101
3,COGNITIVE_SYSTEMS,cognitive_process,Lexicon,0.43999805266464476
3,COGNITIVE_SYSTEMS,response_selection,Lexicon,0.4404505517108236
3,COGNITIVE_SYSTEMS,maintenance,Lexicon,0.44135750632964255
4,SOCIAL_PROCESSES,empathy,Lexicon,0.32950938200135993
4,SOCIAL_PROCESSES,perspective_taking,Lexicon,0.33598186768168836
4,SOCIAL_PROCESSES,empathic_concern,Lexicon,0.4184338834578647
4,SOCIAL_PROCESSES,eye_contact,Lexicon,0.41911669618393066
4,SOCIAL_PROCESSES,social_cognition,Lexicon,0.4262891491411409
4,SOCIAL_PROCESSES,intentionality,Lexicon,0.4267215684503136
4,SOCIAL_PROCESSES,understanding_others,Lexicon,0.4361347130334138
4,SOCIAL_PROCESSES,affective_state,Lexicon,0.4408184425826014
4,SOCIAL_PROCESSES,social_communication,Lexicon,0.4436521612918517
4,SOCIAL_PROCESSES,self,Lexicon,0.45159479757262677
4,SOCIAL_PROCESSES,emotional_expression,Lexicon,0.45161664343529884
4,SOCIAL_PROCESSES,joint_attention,Lexicon,0.4532990447098142
4,SOCIAL_PROCESSES,mental_state,Lexicon,0.45626246847478136
4,SOCIAL_PROCESSES,social_context,Lexicon,0.4563328717285192
4,SOCIAL_PROCESSES,eye_gaze,Lexicon,0.4568040719125622
4,SOCIAL_PROCESSES,emotion_recognition,Lexicon,0.46738762201782524
4,SOCIAL_PROCESSES,judging,Lexicon,0.4680357337125147
4,SOCIAL_PROCESSES,stranger,Lexicon,0.47078623041240764
4,SOCIAL_PROCESSES,attitude,Lexicon,0.47212812465494103
4,SOCIAL_PROCESSES,emotional_awareness,Lexicon,0.47309705678166647
4,SOCIAL_PROCESSES,mimicry,Lexicon,0.47547184804530407
4,SOCIAL_PROCESSES,irony,Lexicon,0.48542531338230566
4,SOCIAL_PROCESSES,attachment,Lexicon,0.4936454210141842
4,SOCIAL_PROCESSES,affect_perception,Lexicon,0.4985473518242639
4,SOCIAL_PROCESSES,imitation,Lexicon,0.5002573841390254
5,AROUSAL_REGULATION,sleepiness,Lexicon,0.28422986083896595
5,AROUSAL_REGULATION,circadian_rhythm,Lexicon,0.3119415537044342
5,AROUSAL_REGULATION,waking,Lexicon,0.3468013963340638
5,AROUSAL_REGULATION,circadian,Lexicon,0.36781566697146906
5,AROUSAL_REGULATION,sleep,Lexicon,0.37179124539716846
5,AROUSAL_REGULATION,sleep_quality,Lexicon,0.3815775416322996
5,AROUSAL_REGULATION,sleep_onset,Lexicon,0.39822292763341205
5,AROUSAL_REGULATION,wakefulness,Lexicon,0.4024572861817488
5,AROUSAL_REGULATION,sleepwake,Lexicon,0.4101425522580048
5,AROUSAL_REGULATION,total_sleep_time,Lexicon,0.4197827736919416
5,AROUSAL_REGULATION,chronotype,Lexicon,0.4228184808915201
5,AROUSAL_REGULATION,alertness,Lexicon,0.46117674120897323
5,AROUSAL_REGULATION,thermoregulation,Lexicon,0.47576797857613073
5,AROUSAL_REGULATION,vigilance,Lexicon,0.48276041688748594
5,AROUSAL_REGULATION,psychomotor_vigilance,Lexicon,0.4835242074548164
5,AROUSAL_REGULATION,wake_time,Lexicon,0.505042562468988
5,AROUSAL_REGULATION,libido,Lexicon,0.5161293891295902
5,AROUSAL_REGULATION,sleep_deprivation,Lexicon,0.5202752426153799
5,AROUSAL_REGULATION,memory_retention,Lexicon,0.5219295442145436
5,AROUSAL_REGULATION,sleep_spindle,Lexicon,0.5248040912576246
5,AROUSAL_REGULATION,psychomotor_vigilance_task,Lexicon,0.5469937746844505
5,AROUSAL_REGULATION,locomotor_activity,Lexicon,0.5499202244145374
5,AROUSAL_REGULATION,hrv,Lexicon,0.5577100169039229
5,AROUSAL_REGULATION,sleep_timing,Lexicon,0.562987015928208
5,AROUSAL_REGULATION,arousal,Lexicon,0.5641948928176699
6,SENSORIMOTOR_SYSTEMS,motor,Lexicon,0.18506010139079787
6,SENSORIMOTOR_SYSTEMS,execution,Lexicon,0.23281460746555827
6,SENSORIMOTOR_SYSTEMS,movement,Lexicon,0.2904869380806735
6,SENSORIMOTOR_SYSTEMS,motor_control,Lexicon,0.2960104222315608
6,SENSORIMOTOR_SYSTEMS,action,Lexicon,0.3053502945889319
6,SENSORIMOTOR_SYSTEMS,motor_action,Lexicon,0.30572058803871127
6,SENSORIMOTOR_SYSTEMS,sensorimotor,Lexicon,0.3406533939510722
6,SENSORIMOTOR_SYSTEMS,motor_planning,Lexicon,0.34568366336261647
6,SENSORIMOTOR_SYSTEMS,initiation,Lexicon,0.35707190874555483
6,SENSORIMOTOR_SYSTEMS,planning,Lexicon,0.36343306167462697
6,SENSORIMOTOR_SYSTEMS,hand,Lexicon,0.3637907175387439
6,SENSORIMOTOR_SYSTEMS,motor_activity,Lexicon,0.3644936843596749
6,SENSORIMOTOR_SYSTEMS,coordination,Lexicon,0.3767443779970011
6,SENSORIMOTOR_SYSTEMS,inhibition,Lexicon,0.37898799096532687
6,SENSORIMOTOR_SYSTEMS,observation,Lexicon,0.41487825871878004
6,SENSORIMOTOR_SYSTEMS,preparation,Lexicon,0.4432200048585333
6,SENSORIMOTOR_SYSTEMS,overt,Lexicon,0.4496082209839952
6,SENSORIMOTOR_SYSTEMS,motor_learning,Lexicon,0.44975520196859053
6,SENSORIMOTOR_SYSTEMS,goal,Lexicon,0.4515229568516701
6,SENSORIMOTOR_SYSTEMS,imagery,Lexicon,0.45728257548066276
6,SENSORIMOTOR_SYSTEMS,grasping,Lexicon,0.45873224070778995
6,SENSORIMOTOR_SYSTEMS,thought,Lexicon,0.46332207389420665
6,SENSORIMOTOR_SYSTEMS,performance,Lexicon,0.467480939074131
6,SENSORIMOTOR_SYSTEMS,motor_program,Lexicon,0.47092436533294213
6,SENSORIMOTOR_SYSTEMS,imitation,Lexicon,0.4716413607257469
