ORDER,DOMAIN,TOKEN,SOURCE,DISTANCE
4,SOCIAL_PROCESSES,stranger,Lexicon,0.5292137695875927
4,SOCIAL_PROCESSES,attitude,Lexicon,0.527871875345059
4,SOCIAL_PROCESSES,emotional_awareness,RDoC,0.5269029432183338
4,SOCIAL_PROCESSES,mimicry,RDoC,0.5245281519546959
4,SOCIAL_PROCESSES,irony,Lexicon,0.5145746866176945
4,SOCIAL_PROCESSES,attachment,RDoC,0.5063545789858159
4,SOCIAL_PROCESSES,affect_perception,Lexicon,0.5014526481757363
5,AROUSAL_REGULATION,sleepiness,RDoC,0.7157701391610343
5,AROUSAL_REGULATION,circadian_rhythm,RDoC,0.6880584462955657
5,AROUSAL_REGULATION,waking,RDoC,0.6531986036659367
5,AROUSAL_REGULATION,circadian,RDoC,0.6321843330285309
5,AROUSAL_REGULATION,sleep,RDoC,0.6282087546028315
5,AROUSAL_REGULATION,sleep_quality,RDoC,0.6184224583677004
5,AROUSAL_REGULATION,sleep_onset,RDoC,0.6017770723665881
5,AROUSAL_REGULATION,wakefulness,RDoC,0.597542713818251
5,AROUSAL_REGULATION,sleepwake,RDoC,0.5898574477419953
5,AROUSAL_REGULATION,total_sleep_time,RDoC,0.5802172263080583
5,AROUSAL_REGULATION,chronotype,RDoC,0.5771815191084798
5,AROUSAL_REGULATION,alertness,RDoC,0.5388232587910269
5,AROUSAL_REGULATION,thermoregulation,Lexicon,0.524232021423869
5,AROUSAL_REGULATION,vigilance,Lexicon,0.517239583112514
5,AROUSAL_REGULATION,psychomotor_vigilance,RDoC,0.5164757925451835
5,AROUSAL_REGULATION,wake_time,RDoC,0.49495743753101196
5,AROUSAL_REGULATION,libido,Lexicon,0.48387061087040995
5,AROUSAL_REGULATION,sleep_deprivation,RDoC,0.47972475738461995
5,AROUSAL_REGULATION,memory_retention,Lexicon,0.4780704557854566
5,AROUSAL_REGULATION,sleep_spindle,RDoC,0.4751959087423753
5,AROUSAL_REGULATION,psychomotor_vigilance_task,RDoC,0.4530062253155491
5,AROUSAL_REGULATION,locomotor_activity,RDoC,0.45007977558546264
5,AROUSAL_REGULATION,hrv,RDoC,0.44228998309607714
5,AROUSAL_REGULATION,sleep_timing,RDoC,0.43701298407179257
6,SENSORIMOTOR_SYSTEMS,motor,RDoC,0.8149398986092019
6,SENSORIMOTOR_SYSTEMS,execution,RDoC,0.7671853925344413
6,SENSORIMOTOR_SYSTEMS,movement,Lexicon,0.7095130619193267
6,SENSORIMOTOR_SYSTEMS,motor_control,RDoC,0.7039895777684393
6,SENSORIMOTOR_SYSTEMS,action,RDoC,0.6946497054110679
6,SENSORIMOTOR_SYSTEMS,motor_action,RDoC,0.694279411961289
6,SENSORIMOTOR_SYSTEMS,sensorimotor,RDoC,0.6593466060489277
6,SENSORIMOTOR_SYSTEMS,motor_planning,Lexicon,0.6543163366373832
6,SENSORIMOTOR_SYSTEMS,initiation,RDoC,0.6429280912544443
6,SENSORIMOTOR_SYSTEMS,planning,RDoC,0.6365669383253729
6,SENSORIMOTOR_SYSTEMS,hand,Lexicon,0.6362092824612559
6,SENSORIMOTOR_SYSTEMS,motor_activity,Lexicon,0.6355063156403248
6,SENSORIMOTOR_SYSTEMS,coordination,Lexicon,0.6232556220029987
6,SENSORIMOTOR_SYSTEMS,inhibition,RDoC,0.6210120090346732
