ORDER,DOMAIN,CONSTRUCT,UNIT,TOKEN,CONFIDENCE
1,NEGATIVE_VALENCE,POTENTIAL_THREAT,SELF_REPORT,leds,0
1,NEGATIVE_VALENCE,POTENTIAL_THREAT,SELF_REPORT,uncertainty,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,CONSTRUCT,sustained_threat,1
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,anhedonia,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,anxious_arousal,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,attentional_bias,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,attentional_bias_threat,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,avoidance,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,conflict_detection,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,decreased_appetitive_behavior,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,decreased_libido,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,helplessness_behavior,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,increased_conflict_detection,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,increased_perseverative_behavior,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,memory_retrieval,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,memory_retrieval_deficit,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,BEHAVIOR,punishment_sensitivity,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,CONSTRUCT,threat,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,childhood_trauma,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,childhood_trauma_questionnaire,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,leds,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,risky_family,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,strain,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,tesi,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,youth_life_stress,0
2,NEGATIVE_VALENCE,SUSTAINED_THREAT,SELF_REPORT,youth_life_stress_interview,0
3,NEGATIVE_VALENCE,LOSS,CONSTRUCT,loss,1
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,amotivation,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,anhedonia,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,attentional_bias,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,attentional_bias_negative_valenced_information,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,cry,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,executive_function,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,guilt,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,increased_selffocus,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,loss_drive,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,lossrelevant_recall_bias,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,morbid_thought,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,negative_valenced_information,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,psychomotor_retardation,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,rumination,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,sadness,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,shame,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,withdrawal,0
3,NEGATIVE_VALENCE,LOSS,BEHAVIOR,worry,0
3,NEGATIVE_VALENCE,LOSS,DESCRIPTION,grief,0
3,NEGATIVE_VALENCE,LOSS,PARADIGMS,film_clip,0
3,NEGATIVE_VALENCE,LOSS,PARADIGMS,sadness_eliciting_film_clip,0
3,NEGATIVE_VALENCE,LOSS,SELF_REPORT,leds,0
3,NEGATIVE_VALENCE,LOSS,SELF_REPORT,strain,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,CONSTRUCT,frustration,1
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,CONSTRUCT,frustrative,1
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,CONSTRUCT,frustrative_nonreward,1
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,CONSTRUCT,nonreward,1
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,BEHAVIOR,aggression,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,BEHAVIOR,physical_agression,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,BEHAVIOR,relational_aggression,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,PARADIGMS,labtab,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,PARADIGMS,psap,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,SELF_REPORT,daily_frustration,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,SELF_REPORT,frustrative_nonreward_responsiveness,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,SELF_REPORT,frustrative_nonreward_responsiveness_subscale,0
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,SELF_REPORT,questionnaire_daily_frustration,0
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,CONSTRUCT,anticipation,1
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,CONSTRUCT,reward_anticipation,1
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,CONSTRUCT,reward,0
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,CONSTRUCT,reward_responsiveness,0
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,PARADIGMS,monetary_incentive_delay,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,initial_response,1
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,initial_response_reward,1
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,response_reward,1
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,reward_response,1
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,BEHAVIOR,reactivity,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,BEHAVIOR,taste_reactivity,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,response,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,reward,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,CONSTRUCT,reward_responsiveness,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,PARADIGMS,simple_guessing,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,PARADIGMS,simple_guessing_task,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,consummatory_subscale_teps,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,consummatory_teps,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,panas,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,panas_state,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,panas_state_version,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,teps,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,teps_consummatory,0
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,SELF_REPORT,teps_consummatory_subscale,0
7,POSITIVE_VALENCE,REWARD_SATIATION,CONSTRUCT,reward_satiation,1
7,POSITIVE_VALENCE,REWARD_SATIATION,CONSTRUCT,satiation,1
7,POSITIVE_VALENCE,REWARD_SATIATION,CONSTRUCT,reward,0
7,POSITIVE_VALENCE,REWARD_SATIATION,CONSTRUCT,reward_responsiveness,0
7,POSITIVE_VALENCE,REWARD_SATIATION,PARADIGMS,fixedratio_satiation,0
7,POSITIVE_VALENCE,REWARD_SATIATION,PARADIGMS,fixedratio_satiation_schedule,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,CONSTRUCT,probabilistic_learning,1
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,CONSTRUCT,reinforcement_learning,1
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,CONSTRUCT,learning,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,CONSTRUCT,reward,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,CONSTRUCT,reward_learning,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,drifting_double_bandit,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,pavlovian_conditioning,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,probabilistic_reward,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,probabilistic_reward_task,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,probabilistic_stimulus_selection,0
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,PARADIGMS,probabilistic_stimulus_selection_task,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,CONSTRUCT,prediction_error,1
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,CONSTRUCT,reward_prediction_error,1
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,BEHAVIOR,goal_tracking,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,BEHAVIOR,pavlovian_approach,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,BEHAVIOR,rewardrelated_speeding,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,BEHAVIOR,sign_tracking,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,CONSTRUCT,learning,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,CONSTRUCT,reward,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,CONSTRUCT,reward_learning,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,PARADIGMS,drifting_double_bandit,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,PARADIGMS,rutledge_passive_lottery,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,PARADIGMS,rutledge_passive_lottery_task,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,affective_forecasting,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,asam,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,asam_scale,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,eating_expectancy,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,eating_expectancy_inventory,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,generalized_reward,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,generalized_reward_punishment_expectancy,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,generalized_reward_punishment_expectancy_scale,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,generalized_reward_scale,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,punishment_expectancy,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,punishment_expectancy_scale,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,selfreport_craving,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,teps_anticipatory,0
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,SELF_REPORT,teps_anticipatory_scale,0
10,POSITIVE_VALENCE,HABIT,BEHAVIOR,compulsive_behavior,0
10,POSITIVE_VALENCE,HABIT,BEHAVIOR,repetitive_behavior,0
10,POSITIVE_VALENCE,HABIT,BEHAVIOR,stereotypic_behavior,0
10,POSITIVE_VALENCE,HABIT,CONSTRUCT,habit,0
10,POSITIVE_VALENCE,HABIT,CONSTRUCT,learning,0
10,POSITIVE_VALENCE,HABIT,CONSTRUCT,reward,0
10,POSITIVE_VALENCE,HABIT,CONSTRUCT,reward_learning,0
10,POSITIVE_VALENCE,HABIT,PARADIGMS,devaluation,0
10,POSITIVE_VALENCE,HABIT,PARADIGMS,devaluation_task,0
10,POSITIVE_VALENCE,HABIT,PARADIGMS,habit_learning,0
10,POSITIVE_VALENCE,HABIT,PARADIGMS,habit_learning_task,0
10,POSITIVE_VALENCE,HABIT,PARADIGMS,habit_task,0
10,POSITIVE_VALENCE,HABIT,SELF_REPORT,aberrant_behavior,0
10,POSITIVE_VALENCE,HABIT,SELF_REPORT,aberrant_behavior_checklist,0
10,POSITIVE_VALENCE,HABIT,SELF_REPORT,measure_repetitive_behavior,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,CONSTRUCT,probability,1
11,POSITIVE_VALENCE,REWARD_PROBABILITY,CONSTRUCT,reward_probability,1
11,POSITIVE_VALENCE,REWARD_PROBABILITY,CONSTRUCT,reward,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,CONSTRUCT,reward_valuation,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,CONSTRUCT,valuation,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,PARADIGMS,probability_choice,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,PARADIGMS,probability_choice_task,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,PARADIGMS,willingness_pay,0
11,POSITIVE_VALENCE,REWARD_PROBABILITY,PARADIGMS,willingness_pay_task,0
12,POSITIVE_VALENCE,DELAY,CONSTRUCT,delay,1
12,POSITIVE_VALENCE,DELAY,CONSTRUCT,delayed_reward,1
12,POSITIVE_VALENCE,DELAY,CONSTRUCT,reward,0
12,POSITIVE_VALENCE,DELAY,CONSTRUCT,reward_valuation,0
12,POSITIVE_VALENCE,DELAY,CONSTRUCT,valuation,0
12,POSITIVE_VALENCE,DELAY,PARADIGMS,delay_discounting,0
13,POSITIVE_VALENCE,EFFORT,CONSTRUCT,effort,1
13,POSITIVE_VALENCE,EFFORT,CONSTRUCT,reward,0
13,POSITIVE_VALENCE,EFFORT,CONSTRUCT,reward_valuation,0
13,POSITIVE_VALENCE,EFFORT,CONSTRUCT,valuation,0
13,POSITIVE_VALENCE,EFFORT,DESCRIPTION,cognitive_effort,0
13,POSITIVE_VALENCE,EFFORT,PARADIGMS,eefrt,0
13,POSITIVE_VALENCE,EFFORT,PARADIGMS,eefrt_task,0
13,POSITIVE_VALENCE,EFFORT,SELF_REPORT,behavioral_activation,0
13,POSITIVE_VALENCE,EFFORT,SELF_REPORT,behavioral_activation_drive,0
13,POSITIVE_VALENCE,EFFORT,SELF_REPORT,behavioral_activation_scale,0
13,POSITIVE_VALENCE,EFFORT,SELF_REPORT,behavioral_activation_scale_drive,0
14,COGNITIVE_SYSTEMS,ATTENTION,CONSTRUCT,attention,1
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,ant_distractibility,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,ant_task_distractibility,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,attentional_lapse,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,distractibility,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,feature_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,object_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,psychophysics,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,spatial_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,BEHAVIOR,sustained_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,DESCRIPTION,capacity_limitation,0
14,COGNITIVE_SYSTEMS,ATTENTION,DESCRIPTION,competition,0
14,COGNITIVE_SYSTEMS,ATTENTION,DESCRIPTION,divided_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,attentional_blink,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,blocked_channelselection,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,blocked_channelselection_task,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,capture,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,capture_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,dichotic_listening,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,distraction,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,distraction_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,dual_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,dual_task,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,dual_task_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,frequency_domain_analysis,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,intermodal_selective_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,nonspatial_cuing,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,nonspatial_cuing_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,psychological_refractory_period,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,psychological_refractory_period_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,selective_attention,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,spatial_cuing,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,spatial_cuing_paradigm,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,timeseries_response_time,0
14,COGNITIVE_SYSTEMS,ATTENTION,PARADIGMS,visual_search,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,CONSTRUCT,visual,1
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,CONSTRUCT,visual_perception,1
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,discrimination,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,identification,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,localization,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,perceptual_learning,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,perceptual_priming,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,reading,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,stimulus_detection,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,BEHAVIOR,visual_acuity,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,CONSTRUCT,perception,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,actionperception_loop,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,backward_masking,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,biological_motion_processing,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,bistability,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,coherent_motion,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,contour_integration,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,contour_interpolation,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,contrast_sensitivity,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,cross_modality,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,cross_modality_paradigm,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,emotion_expression_identification,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,face_identification,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,figure_ground,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,lateral_facilitation,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,local_computation,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,motion_processing,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,multistability,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,nonlocal_property_image,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,object_perception,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,object_recognition,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,parallel_search,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,perceptual_closure,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,perceptual_organization,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,reentrant_processing,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,representation_external_object,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,retinotopic_representation,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,serial_search,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,transformation_beyond_retinotopic_representation,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,vernier_discrimination,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,visual_illusion,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,PARADIGMS,visual_illusion_susceptibility,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,SELF_REPORT,perceptual_anomaly,0
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,SELF_REPORT,perceptual_anomaly_schizophrenia_depression,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,CONSTRUCT,auditory,1
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,CONSTRUCT,auditory_perception,1
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,BEHAVIOR,perceptual_identification,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,BEHAVIOR,perceptual_learning,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,BEHAVIOR,perceptual_priming,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,BEHAVIOR,spatial_localization,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,BEHAVIOR,stimulus_detection,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,CONSTRUCT,perception,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,PARADIGMS,actionperception_loop,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,PARADIGMS,auditory_masking,0
16,COGNITIVE_SYSTEMS,AUDITORY_PERCEPTION,PARADIGMS,auditory_scene,0
