DISTANCE,DOMAIN,ORDER,SIMILARITY,SOURCE,TOKEN
0.43308814632972525,SOCIAL_PROCESSES,3,0.5669118536702747,Lexicon,social_cognition
0.43369044095199316,SOCIAL_PROCESSES,3,0.5663095590480068,Lexicon,social_context
0.4387717908600949,SOCIAL_PROCESSES,3,0.5612282091399051,RDoC,emotional_expression
0.4393353902368211,SOCIAL_PROCESSES,3,0.5606646097631789,RDoC,eye_gaze
0.4407176581896559,SOCIAL_PROCESSES,3,0.5592823418103441,RDoC,emotion_recognition
0.45216832408805396,SOCIAL_PROCESSES,3,0.547831675911946,Lexicon,intentionality
0.4538352461653701,SOCIAL_PROCESSES,3,0.5461647538346299,RDoC,mimicry
0.4550482906682368,SOCIAL_PROCESSES,3,0.5449517093317632,RDoC,mental_state
0.46894966483091893,SOCIAL_PROCESSES,3,0.5310503351690811,RDoC,empathic_concern
0.4702878534082332,SOCIAL_PROCESSES,3,0.5297121465917668,Lexicon,attitude
0.4731259481098826,SOCIAL_PROCESSES,3,0.5268740518901174,RDoC,imitation
0.47699104066778997,SOCIAL_PROCESSES,3,0.52300895933221,RDoC,self
0.47727799637499735,SOCIAL_PROCESSES,3,0.5227220036250027,Lexicon,judging
0.4775904468069464,SOCIAL_PROCESSES,3,0.5224095531930536,Lexicon,alexithymia
0.48104279289638274,SOCIAL_PROCESSES,3,0.5189572071036173,RDoC,social_communication
0.4817887079978337,SOCIAL_PROCESSES,3,0.5182112920021663,RDoC,emotion
0.481889377218928,SOCIAL_PROCESSES,3,0.518110622781072,RDoC,attachment
0.4914193228014154,SOCIAL_PROCESSES,3,0.5085806771985846,Lexicon,disposition
0.49241930558277747,SOCIAL_PROCESSES,3,0.5075806944172225,RDoC,selfconsciousness
0.49621092943359857,SOCIAL_PROCESSES,3,0.5037890705664014,RDoC,understanding_others
0.5048705417404795,SOCIAL_PROCESSES,3,0.4951294582595205,Lexicon,stranger
0.2931853823197951,AROUSAL_REGULATION,4,0.7068146176802049,RDoC,circadian_rhythm
0.31449663550219165,AROUSAL_REGULATION,4,0.6855033644978084,RDoC,sleep
0.3375745515772014,AROUSAL_REGULATION,4,0.6624254484227986,RDoC,waking
0.34889632630373957,AROUSAL_REGULATION,4,0.6511036736962604,RDoC,sleepiness
0.35877366941198774,AROUSAL_REGULATION,4,0.6412263305880123,RDoC,circadian
0.39567322069620514,AROUSAL_REGULATION,4,0.6043267793037949,RDoC,sleep_quality
0.3980056099758045,AROUSAL_REGULATION,4,0.6019943900241955,RDoC,sleep_onset
0.4067045100954979,AROUSAL_REGULATION,4,0.5932954899045021,RDoC,wakefulness
0.41532565280196254,AROUSAL_REGULATION,4,0.5846743471980375,RDoC,sleepwake
0.44041054440353933,AROUSAL_REGULATION,4,0.5595894555964607,RDoC,chronotype
0.44955883315635015,AROUSAL_REGULATION,4,0.5504411668436499,Lexicon,vigilance
0.4519505935317002,AROUSAL_REGULATION,4,0.5480494064682998,RDoC,alertness
0.47728582699547784,AROUSAL_REGULATION,4,0.5227141730045222,RDoC,total_sleep_time
0.4788332244123509,AROUSAL_REGULATION,4,0.5211667755876491,RDoC,sleep_deprivation
0.485935429022768,AROUSAL_REGULATION,4,0.514064570977232,RDoC,sleep_spindle
0.5216383462391968,AROUSAL_REGULATION,4,0.4783616537608032,RDoC,hrv
0.5267717190454105,AROUSAL_REGULATION,4,0.47322828095458946,RDoC,psychomotor_vigilance
0.5298589767542925,AROUSAL_REGULATION,4,0.4701410232457075,RDoC,sleep_inertia
0.545553475633463,AROUSAL_REGULATION,4,0.454446524366537,Lexicon,thermoregulation
0.5546994035206959,AROUSAL_REGULATION,4,0.4453005964793041,RDoC,wake_time
0.5573205802420407,AROUSAL_REGULATION,4,0.4426794197579593,Lexicon,memory_retention
0.5603417210469186,AROUSAL_REGULATION,4,0.4396582789530814,RDoC,arousal
0.181432398707443,SENSORIMOTOR_SYSTEMS,5,0.818567601292557,RDoC,motor
0.22079752224405436,SENSORIMOTOR_SYSTEMS,5,0.7792024777559456,RDoC,execution
0.2767658607704928,SENSORIMOTOR_SYSTEMS,5,0.7232341392295072,Lexicon,movement
0.28412335072547745,SENSORIMOTOR_SYSTEMS,5,0.7158766492745225,RDoC,action
0.30379765443214624,SENSORIMOTOR_SYSTEMS,5,0.6962023455678538,RDoC,motor_control
0.3087418517511362,SENSORIMOTOR_SYSTEMS,5,0.6912581482488638,Lexicon,motor_planning
0.3110785453313183,SENSORIMOTOR_SYSTEMS,5,0.6889214546686817,RDoC,motor_action
0.3121771301106592,SENSORIMOTOR_SYSTEMS,5,0.6878228698893408,RDoC,sensorimotor
0.3262738357940633,SENSORIMOTOR_SYSTEMS,5,0.6737261642059367,RDoC,initiation
0.334858756929593,SENSORIMOTOR_SYSTEMS,5,0.665141243070407,RDoC,planning
0.3426374637071772,SENSORIMOTOR_SYSTEMS,5,0.6573625362928228,RDoC,inhibition
0.3468935227004708,SENSORIMOTOR_SYSTEMS,5,0.6531064772995292,Lexicon,hand
0.3486975079782738,SENSORIMOTOR_SYSTEMS,5,0.6513024920217262,Lexicon,motor_activity
0.38049242529133953,SENSORIMOTOR_SYSTEMS,5,0.6195075747086605,Lexicon,coordination
0.3923366361290611,SENSORIMOTOR_SYSTEMS,5,0.6076633638709389,Lexicon,preparation
0.392381852942864,SENSORIMOTOR_SYSTEMS,5,0.607618147057136,Lexicon,observation
0.39662283134450627,SENSORIMOTOR_SYSTEMS,5,0.6033771686554937,Lexicon,thought
0.4071444716107345,SENSORIMOTOR_SYSTEMS,5,0.5928555283892655,Lexicon,imagery
0.41697547933522716,SENSORIMOTOR_SYSTEMS,5,0.5830245206647728,Lexicon,response_selection
0.4206590814183063,SENSORIMOTOR_SYSTEMS,5,0.5793409185816937,Lexicon,goal
0.4222040233978932,SENSORIMOTOR_SYSTEMS,5,0.5777959766021068,Lexicon,motor_program
0.4232053789976761,SENSORIMOTOR_SYSTEMS,5,0.5767946210023239,Lexicon,motor_learning
0.4448206816666106,SENSORIMOTOR_SYSTEMS,5,0.5551793183333894,Lexicon,performance
