DISTANCE,DOMAIN,ORDER,SIMILARITY,SOURCE,TOKEN
0.4528733546780872,DEVELOPMENTAL,6,0.5471266453219128,Lexicon,developmental_disorder
0.47491882585235157,DEVELOPMENTAL,6,0.5250811741476484,Lexicon,autistic_disorder
0.47925721476571503,DEVELOPMENTAL,6,0.520742785234285,Lexicon,learning_disability
0.4802406328375195,DEVELOPMENTAL,6,0.5197593671624805,Lexicon,aspergers_syndrome
0.4943996388229328,DEVELOPMENTAL,6,0.5056003611770672,Lexicon,inattention
0.2654312067924055,PSYCHOTIC,7,0.7345687932075945,DSM,schizoaffective_disorder
0.27038446339457034,PSYCHOTIC,7,0.7296155366054297,DSM,psychotic_disorder
0.27991935341180096,PSYCHOTIC,7,0.720080646588199,DSM,schizophreniform_disorder
0.29204024983826604,PSYCHOTIC,7,0.707959750161734,Lexicon,schizoaffective
0.35546259364197474,PSYCHOTIC,7,0.6445374063580253,DSM,delusional_disorder
0.4406784971417007,PSYCHOTIC,7,0.5593215028582993,Lexicon,schizophreniform
0.4637943756053141,PSYCHOTIC,7,0.5362056243946859,DSM,schizophrenia
0.4657836682481664,PSYCHOTIC,7,0.5342163317518336,DSM,brief_psychotic_disorder
0.09501449085569003,BIPOLAR,8,0.90498550914431,DSM,bipolar_disorder
0.10644180437251993,BIPOLAR,8,0.8935581956274801,DSM,bipolar_ii_disorder
0.18671549285298283,BIPOLAR,8,0.8132845071470172,Lexicon,bipolar
0.3104471445210998,BIPOLAR,8,0.6895528554789002,Lexicon,major_depression
0.3155883113347181,BIPOLAR,8,0.6844116886652819,Lexicon,mania
0.33133225365535823,BIPOLAR,8,0.6686677463446418,Lexicon,bipolar_ii
0.38045144711341994,BIPOLAR,8,0.6195485528865801,Lexicon,major_depressive
