DOMAIN,CLUSTER,TOKEN,R,TITLE
MEMORY,3,source_memory,0.1182365919774152,Memory
MEMORY,3,encoding_task,0.1114048197853397,Memory
MEMORY,3,semantic_knowledge,0.1081221808009932,Memory
MEMORY,3,memory_process,0.10421154680913364,Memory
MEMORY,3,spatial_memory,0.10243859294407978,Memory
MEMORY,3,memory_retrieval,0.10086048689910626,Memory
MEMORY,3,picture,0.1007007929076926,Memory
MEMORY,3,semantic_information,0.09780524217892714,Memory
MEMORY,3,remote_memory,0.09777020975050496,Memory
MEMORY,3,free_recall,0.09743491473810692,Memory
MEMORY,3,forgetting,0.09583679230181044,Memory
EPISODIC_MEMORY,4,memory,0.13530054778187878,Episodic Memory
EPISODIC_MEMORY,4,episodic_memory,0.13324024775179502,Episodic Memory
EPISODIC_MEMORY,4,remembering,0.12763204466615916,Episodic Memory
EPISODIC_MEMORY,4,retrieval,0.12454201662262593,Episodic Memory
EPISODIC_MEMORY,4,memory_retrieval,0.12345856115813915,Episodic Memory
EPISODIC_MEMORY,4,autobiographical_memory,0.10759434459918296,Episodic Memory
EPISODIC_MEMORY,4,visual_imagery,0.10128703431049284,Episodic Memory
EPISODIC_MEMORY,4,encoding,0.09928335759143396,Episodic Memory
EPISODIC_MEMORY,4,recall,0.0966976447581018,Episodic Memory
EPISODIC_MEMORY,4,prospection,0.09373031656484336,Episodic Memory
EPISODIC_MEMORY,4,source_memory,0.09248868539037937,Episodic Memory
EPISODIC_MEMORY,4,recognition_memory,0.09207949549086104,Episodic Memory
EPISODIC_MEMORY,4,episodic_simulation,0.0917505458843462,Episodic Memory
EPISODIC_MEMORY,4,navigation,0.09067174350012216,Episodic Memory
EPISODIC_MEMORY,4,mental_imagery,0.08752394774224412,Episodic Memory
EPISODIC_MEMORY,4,spatial_memory,0.08674023841257268,Episodic Memory
EPISODIC_MEMORY,4,familiarity,0.08269600233016698,Episodic Memory
EPISODIC_MEMORY,4,visual_attention,0.07973726456024155,Episodic Memory
EPISODIC_MEMORY,4,imagery,0.07949161267411567,Episodic Memory
EPISODIC_MEMORY,4,episodic_future_thinking,0.07751212440420074,Episodic Memory
EPISODIC_MEMORY,4,spatial_attention,0.07566877352567343,Episodic Memory
EPISODIC_MEMORY,4,imagine,0.0752258819373452,Episodic Memory
EPISODIC_MEMORY,4,theory_mind,0.07395100023724044,Episodic Memory
LANGUAGE,5,speech,0.2604608144810881,Language
LANGUAGE,5,speech_perception,0.23116001001971165,Language
LANGUAGE,5,speech_processing,0.2307178917339015,Language
LANGUAGE,5,listening,0.2300039332403445,Language
LANGUAGE,5,hearing,0.2263522555045085,Language
LANGUAGE,5,language,0.21627504147306773,Language
LANGUAGE,5,language_processing,0.20125644954886124,Language
LANGUAGE,5,syllable,0.17778879410039594,Language
LANGUAGE,5,semantic_processing,0.1638517969619926,Language
LANGUAGE,5,language_comprehension,0.1628621914463649,Language
VISION,6,face_perception,0.1877639807304712,Vision
VISION,6,recognition,0.16410051338312606,Vision
VISION,6,object_recognition,0.16314390484844685,Vision
VISION,6,vision,0.1559273892650827,Vision
VISION,6,familiarity,0.14581854105574574,Vision
VISION,6,face,0.1430670056043644,Vision
VISION,6,visual_perception,0.13563953175726018,Vision
VISION,6,visual_object,0.1351722363214991,Vision
VISION,6,picture,0.130512029634305,Vision
VISION,6,face_recognition,0.13042936911208536,Vision
VISION,6,visual_angle,0.12874586670330285,Vision
VISION,6,reading,0.12712635167239567,Vision
EXECUTION,7,motor_control,0.13409126458258294,Execution
EXECUTION,7,movement,0.11246531448298708,Execution
EXECUTION,7,motor_learning,0.11132113642537923,Execution
EXECUTION,7,execution,0.11011500264725564,Execution
EXECUTION,7,coordination,0.08957903886763276,Execution
EXECUTION,7,motor_sequence_learning,0.08209866426220941,Execution
MANIPULATION,8,working_memory,0.1558595532980448,Manipulation
MANIPULATION,8,word,0.1541885173336947,Manipulation
MANIPULATION,8,language,0.15132742753268502,Manipulation
MANIPULATION,8,semantic_processing,0.14959654465589306,Manipulation
MANIPULATION,8,semantics,0.1368370817902041,Manipulation
MANIPULATION,8,reaction_time,0.1358592853221267,Manipulation
MANIPULATION,8,retrieval,0.13541739179067985,Manipulation
MANIPULATION,8,language_processing,0.13347489305356208,Manipulation
MANIPULATION,8,manipulation,0.13069740740250999,Manipulation
MANIPULATION,8,cognitive_process,0.12584786237362214,Manipulation
MANIPULATION,8,rehearsal,0.12580496737206595,Manipulation
MANIPULATION,8,meaning,0.12259246624009698,Manipulation
MANIPULATION,8,sentence_comprehension,0.11899152456702447,Manipulation
MANIPULATION,8,phonological_processing,0.11848123092249313,Manipulation
MANIPULATION,8,cognitive_control,0.11745195685163927,Manipulation
MANIPULATION,8,syntax,0.11699225218681325,Manipulation
MANIPULATION,8,sentence_processing,0.11573814145867085,Manipulation
MANIPULATION,8,language_comprehension,0.11377920456403018,Manipulation
MANIPULATION,8,monitoring,0.11262916884302893,Manipulation
MANIPULATION,8,phonology,0.11222971818727344,Manipulation
REWARD,9,reward,0.29352588387123524,Reward
REWARD,9,reward_anticipation,0.2397623121499023,Reward
REWARD,9,reward_processing,0.23389849061825885,Reward
REWARD,9,monetary_incentive_delay_task,0.1774497023393803,Reward
REWARD,9,anticipation,0.17315540111843564,Reward
REWARD,9,reward_learning,0.14962843311871726,Reward
REWARD,9,instrumental_conditioning,0.14662784796513026,Reward
REWARD,9,decision_making,0.13169207275174633,Reward
REWARD,9,loss_anticipation,0.12715577283202667,Reward
REWARD,9,expectancy,0.126457300422248,Reward
REWARD,9,reinforcement_learning,0.12589140192832726,Reward
REWARD,9,gambling,0.12337281450294454,Reward
REWARD,9,addiction,0.12267993151419206,Reward
REWARD,9,feedback,0.11722826983186704,Reward
REWARD,9,loss,0.11173798544696016,Reward
REWARD,9,taste,0.10454892127555476,Reward
REWARD,9,wanting,0.10334603679329847,Reward
REWARD,9,loss_aversion,0.10158717939594902,Reward
REWARD,9,valence,0.10031386373366673,Reward
ANTICIPATION,10,reward,0.23979522451657825,Anticipation
ANTICIPATION,10,reward_processing,0.19149335510761709,Anticipation
ANTICIPATION,10,reward_anticipation,0.18409881222266647,Anticipation
ANTICIPATION,10,anticipation,0.17002413398981164,Anticipation
ANTICIPATION,10,monetary_incentive_delay_task,0.1617206857771253,Anticipation
ANTICIPATION,10,instrumental_conditioning,0.12359420395343025,Anticipation
REPRESENTATION,11,execution,0.1863805346193372,Representation
REPRESENTATION,11,hand,0.1644027324060488,Representation
REPRESENTATION,11,movement,0.1451484806229898,Representation
REPRESENTATION,11,spatial_attention,0.1391285030602546,Representation
REPRESENTATION,11,attention,0.13461711297246906,Representation
REPRESENTATION,11,grasping,0.13440169365655294,Representation
REPRESENTATION,11,manipulation,0.13068216674836386,Representation
REPRESENTATION,11,working_memory,0.12837732607283994,Representation
REPRESENTATION,11,action,0.12824271040772675,Representation
REPRESENTATION,11,representation,0.12511835587634848,Representation
REPRESENTATION,11,grasp,0.12105035142967475,Representation
REPRESENTATION,11,rehearsal,0.11864858140436085,Representation
EMOTION,12,fear,0.2253748149966777,Emotion
EMOTION,12,emotion,0.22490248573023908,Emotion
EMOTION,12,facial_expression,0.19289377893059487,Emotion
EMOTION,12,valence,0.19162499208763167,Emotion
EMOTION,12,arousal,0.17379363811189552,Emotion
EMOTION,12,memory,0.16396216012350553,Emotion
EMOTION,12,emotional_memory,0.15742458328789266,Emotion
EMOTION,12,face,0.15691201703696347,Emotion
EMOTION,12,declarative_memory,0.15152256637722095,Emotion
