ORDER,DOMAIN,TOKEN,SOURCE,DISTANCE,SIMILARITY
1,POSITIVE_VALENCE,wanting,Lexicon,0.46119941028140066,0.5388005897185993
1,POSITIVE_VALENCE,preference,Lexicon,0.46131636530577913,0.5386836346942209
1,POSITIVE_VALENCE,reward_valuation,RDoC,0.4657188255304586,0.5342811744695414
1,POSITIVE_VALENCE,instrumental_learning,Lexicon,0.47002742243215756,0.5299725775678424
1,POSITIVE_VALENCE,food,Lexicon,0.47204012302588116,0.5279598769741188
1,POSITIVE_VALENCE,devaluation,RDoC,0.47567811460729015,0.5243218853927099
1,POSITIVE_VALENCE,feedback_processing,Lexicon,0.4764996639011776,0.5235003360988224
1,POSITIVE_VALENCE,expectancy,Lexicon,0.48590752677990745,0.5140924732200925
2,COGNITIVE_SYSTEMS,performance,RDoC,0.2867892832973965,0.7132107167026035
2,COGNITIVE_SYSTEMS,working_memory,RDoC,0.31522276123896964,0.6847772387610304
2,COGNITIVE_SYSTEMS,interference,RDoC,0.3250261280282124,0.6749738719717876
2,COGNITIVE_SYSTEMS,manipulation,RDoC,0.3832110612261339,0.6167889387738661
2,COGNITIVE_SYSTEMS,processing_speed,Lexicon,0.38757181250481043,0.6124281874951896
2,COGNITIVE_SYSTEMS,attention,RDoC,0.39516250215158544,0.6048374978484146
2,COGNITIVE_SYSTEMS,shortterm_memory,Lexicon,0.3992351045810191,0.6007648954189809
2,COGNITIVE_SYSTEMS,executive_function,Lexicon,0.40632668430867946,0.5936733156913205
2,COGNITIVE_SYSTEMS,dual_task,RDoC,0.4066077589827616,0.5933922410172384
2,COGNITIVE_SYSTEMS,maintenance,RDoC,0.40880327971569996,0.5911967202843
2,COGNITIVE_SYSTEMS,nback_task,Lexicon,0.4138369273421324,0.5861630726578676
2,COGNITIVE_SYSTEMS,selective_attention,RDoC,0.4166330279357221,0.5833669720642779
2,COGNITIVE_SYSTEMS,nback,RDoC,0.41830222885433554,0.5816977711456645
2,COGNITIVE_SYSTEMS,updating,RDoC,0.41907381430565305,0.580926185694347
2,COGNITIVE_SYSTEMS,visual_search_task,Lexicon,0.4244131542330912,0.5755868457669088
2,COGNITIVE_SYSTEMS,delayed,Lexicon,0.42451025502651807,0.5754897449734819
2,COGNITIVE_SYSTEMS,cognitive_process,Lexicon,0.4264331273673768,0.5735668726326232
2,COGNITIVE_SYSTEMS,sustained_attention,RDoC,0.4303676393968362,0.5696323606031638
2,COGNITIVE_SYSTEMS,taskswitching,Lexicon,0.43140746826535836,0.5685925317346416
2,COGNITIVE_SYSTEMS,divided_attention,RDoC,0.43488871413256036,0.5651112858674396
2,COGNITIVE_SYSTEMS,visual_search,RDoC,0.4356163445117791,0.5643836554882209
2,COGNITIVE_SYSTEMS,capacity,RDoC,0.43819096735082197,0.561809032649178
2,COGNITIVE_SYSTEMS,cueing,Lexicon,0.4382812699540508,0.5617187300459492
2,COGNITIVE_SYSTEMS,response_selection,RDoC,0.43917188879106117,0.5608281112089388
2,COGNITIVE_SYSTEMS,set_shifting,Lexicon,0.4411776066995694,0.5588223933004306
3,SOCIAL_PROCESSES,empathy,Lexicon,0.33063104526312337,0.6693689547368766
3,SOCIAL_PROCESSES,perspective_taking,RDoC,0.3661318744815071,0.6338681255184929
3,SOCIAL_PROCESSES,eye_contact,RDoC,0.4158522153742892,0.5841477846257108
3,SOCIAL_PROCESSES,affective_state,Lexicon,0.425440324404428,0.574559675595572
3,SOCIAL_PROCESSES,social_cognition,Lexicon,0.43308814632972525,0.5669118536702747
3,SOCIAL_PROCESSES,social_context,Lexicon,0.43369044095199316,0.5663095590480068
3,SOCIAL_PROCESSES,emotional_expression,RDoC,0.4387717908600949,0.5612282091399051
3,SOCIAL_PROCESSES,eye_gaze,RDoC,0.4393353902368211,0.5606646097631789
3,SOCIAL_PROCESSES,emotion_recognition,RDoC,0.4407176581896559,0.5592823418103441
3,SOCIAL_PROCESSES,intentionality,Lexicon,0.45216832408805396,0.547831675911946
3,SOCIAL_PROCESSES,mimicry,RDoC,0.4538352461653701,0.5461647538346299
3,SOCIAL_PROCESSES,mental_state,RDoC,0.4550482906682368,0.5449517093317632
3,SOCIAL_PROCESSES,empathic_concern,RDoC,0.46894966483091893,0.5310503351690811
3,SOCIAL_PROCESSES,attitude,Lexicon,0.4702878534082332,0.5297121465917668
3,SOCIAL_PROCESSES,imitation,RDoC,0.4731259481098826,0.5268740518901174
3,SOCIAL_PROCESSES,self,RDoC,0.47699104066778997,0.52300895933221
3,SOCIAL_PROCESSES,judging,Lexicon,0.47727799637499735,0.5227220036250027
3,SOCIAL_PROCESSES,alexithymia,Lexicon,0.4775904468069464,0.5224095531930536
3,SOCIAL_PROCESSES,social_communication,RDoC,0.48104279289638274,0.5189572071036173
3,SOCIAL_PROCESSES,emotion,RDoC,0.4817887079978337,0.5182112920021663
3,SOCIAL_PROCESSES,attachment,RDoC,0.481889377218928,0.518110622781072
3,SOCIAL_PROCESSES,disposition,Lexicon,0.4914193228014154,0.5085806771985846
3,SOCIAL_PROCESSES,selfconsciousness,RDoC,0.49241930558277747,0.5075806944172225
3,SOCIAL_PROCESSES,understanding_others,RDoC,0.49621092943359857,0.5037890705664014
3,SOCIAL_PROCESSES,stranger,Lexicon,0.5048705417404795,0.4951294582595205
4,AROUSAL_REGULATION,circadian_rhythm,RDoC,0.2931853823197951,0.7068146176802049
4,AROUSAL_REGULATION,sleep,RDoC,0.31449663550219165,0.6855033644978084
4,AROUSAL_REGULATION,waking,RDoC,0.3375745515772014,0.6624254484227986
4,AROUSAL_REGULATION,sleepiness,RDoC,0.34889632630373957,0.6511036736962604
4,AROUSAL_REGULATION,circadian,RDoC,0.35877366941198774,0.6412263305880123
4,AROUSAL_REGULATION,sleep_quality,RDoC,0.39567322069620514,0.6043267793037949
4,AROUSAL_REGULATION,sleep_onset,RDoC,0.3980056099758045,0.6019943900241955
4,AROUSAL_REGULATION,wakefulness,RDoC,0.4067045100954979,0.5932954899045021
4,AROUSAL_REGULATION,sleepwake,RDoC,0.41532565280196254,0.5846743471980375
4,AROUSAL_REGULATION,chronotype,RDoC,0.44041054440353933,0.5595894555964607
4,AROUSAL_REGULATION,vigilance,Lexicon,0.44955883315635015,0.5504411668436499
4,AROUSAL_REGULATION,alertness,RDoC,0.4519505935317002,0.5480494064682998
4,AROUSAL_REGULATION,total_sleep_time,RDoC,0.47728582699547784,0.5227141730045222
4,AROUSAL_REGULATION,sleep_deprivation,RDoC,0.4788332244123509,0.5211667755876491
4,AROUSAL_REGULATION,sleep_spindle,RDoC,0.485935429022768,0.514064570977232
4,AROUSAL_REGULATION,hrv,RDoC,0.5216383462391968,0.4783616537608032
4,AROUSAL_REGULATION,psychomotor_vigilance,RDoC,0.5267717190454105,0.47322828095458946
4,AROUSAL_REGULATION,sleep_inertia,RDoC,0.5298589767542925,0.4701410232457075
4,AROUSAL_REGULATION,thermoregulation,Lexicon,0.545553475633463,0.454446524366537
4,AROUSAL_REGULATION,wake_time,RDoC,0.5546994035206959,0.4453005964793041
4,AROUSAL_REGULATION,memory_retention,Lexicon,0.5573205802420407,0.4426794197579593
4,AROUSAL_REGULATION,arousal,RDoC,0.5603417210469186,0.4396582789530814
4,AROUSAL_REGULATION,memory_consolidation,Lexicon,0.5640118864102762,0.4359881135897238
4,AROUSAL_REGULATION,fatigue,RDoC,0.5714446203414164,0.4285553796585836
4,AROUSAL_REGULATION,irritability,Lexicon,0.5783746569717092,0.4216253430282908
5,SENSORIMOTOR_SYSTEMS,motor,RDoC,0.181432398707443,0.818567601292557
5,SENSORIMOTOR_SYSTEMS,execution,RDoC,0.22079752224405436,0.7792024777559456
5,SENSORIMOTOR_SYSTEMS,movement,Lexicon,0.2767658607704928,0.7232341392295072
5,SENSORIMOTOR_SYSTEMS,action,RDoC,0.28412335072547745,0.7158766492745225
5,SENSORIMOTOR_SYSTEMS,motor_control,RDoC,0.30379765443214624,0.6962023455678538
5,SENSORIMOTOR_SYSTEMS,motor_planning,Lexicon,0.3087418517511362,0.6912581482488638
5,SENSORIMOTOR_SYSTEMS,motor_action,RDoC,0.3110785453313183,0.6889214546686817
5,SENSORIMOTOR_SYSTEMS,sensorimotor,RDoC,0.3121771301106592,0.6878228698893408
5,SENSORIMOTOR_SYSTEMS,initiation,RDoC,0.3262738357940633,0.6737261642059367
5,SENSORIMOTOR_SYSTEMS,planning,RDoC,0.334858756929593,0.665141243070407
5,SENSORIMOTOR_SYSTEMS,inhibition,RDoC,0.3426374637071772,0.6573625362928228
5,SENSORIMOTOR_SYSTEMS,hand,Lexicon,0.3468935227004708,0.6531064772995292
5,SENSORIMOTOR_SYSTEMS,motor_activity,Lexicon,0.3486975079782738,0.6513024920217262
5,SENSORIMOTOR_SYSTEMS,coordination,Lexicon,0.38049242529133953,0.6195075747086605
5,SENSORIMOTOR_SYSTEMS,preparation,Lexicon,0.3923366361290611,0.6076633638709389
5,SENSORIMOTOR_SYSTEMS,observation,Lexicon,0.392381852942864,0.607618147057136
5,SENSORIMOTOR_SYSTEMS,thought,Lexicon,0.39662283134450627,0.6033771686554937
5,SENSORIMOTOR_SYSTEMS,imagery,Lexicon,0.4071444716107345,0.5928555283892655
5,SENSORIMOTOR_SYSTEMS,response_selection,Lexicon,0.41697547933522716,0.5830245206647728
5,SENSORIMOTOR_SYSTEMS,goal,Lexicon,0.4206590814183063,0.5793409185816937
5,SENSORIMOTOR_SYSTEMS,motor_program,Lexicon,0.4222040233978932,0.5777959766021068
5,SENSORIMOTOR_SYSTEMS,motor_learning,Lexicon,0.4232053789976761,0.5767946210023239
5,SENSORIMOTOR_SYSTEMS,performance,Lexicon,0.4448206816666106,0.5551793183333894
5,SENSORIMOTOR_SYSTEMS,overt,Lexicon,0.44632556684012237,0.5536744331598776
5,SENSORIMOTOR_SYSTEMS,control,Lexicon,0.44847491308078746,0.5515250869192125
