ORDER,DOMAIN,TOKEN,SOURCE,DISTANCE,SIMILARITY
10,BIPOLAR,affective_disorder,Lexicon,0.3968512119794281,0.6031487880205719
10,BIPOLAR,depressive,Lexicon,0.3971366918089567,0.6028633081910433
10,BIPOLAR,bipolar_depression,Lexicon,0.4025530273215,0.5974469726785
10,BIPOLAR,unipolar_depression,Lexicon,0.40409820362079096,0.595901796379209
10,BIPOLAR,psychotic,Lexicon,0.446136490557947,0.553863509442053
10,BIPOLAR,schizoaffective,Lexicon,0.46673125430742246,0.5332687456925775
10,BIPOLAR,sibling,Lexicon,0.47700042380804775,0.5229995761919523
10,BIPOLAR,depression,Lexicon,0.4816021744251161,0.5183978255748839
11,DEPRESSIVE,major_depressive_disorder,DSM,0.2243186665665694,0.7756813334334306
11,DEPRESSIVE,dysthymia,DSM,0.2549273366345701,0.7450726633654299
11,DEPRESSIVE,depressive_disorder,DSM,0.27203881305573396,0.727961186944266
11,DEPRESSIVE,major_depression,Lexicon,0.3212861077306136,0.6787138922693864
11,DEPRESSIVE,mdd,DSM,0.33844082610804194,0.6615591738919581
11,DEPRESSIVE,depressive,Lexicon,0.3556062355954098,0.6443937644045902
11,DEPRESSIVE,mood_disorder,Lexicon,0.38695099639529285,0.6130490036047072
11,DEPRESSIVE,bipolar_depression,Lexicon,0.39499432760591524,0.6050056723940848
11,DEPRESSIVE,major_depressive,Lexicon,0.4086860295079674,0.5913139704920326
11,DEPRESSIVE,generalized_anxiety,Lexicon,0.4154819577747553,0.5845180422252447
11,DEPRESSIVE,depression,Lexicon,0.4309886053082125,0.5690113946917875
11,DEPRESSIVE,bipolar_ii,Lexicon,0.4462174830425981,0.5537825169574019
11,DEPRESSIVE,major_depressive_episode,Lexicon,0.44746438154375245,0.5525356184562475
11,DEPRESSIVE,borderline_personality_disorder,Lexicon,0.465520967036433,0.534479032963567
11,DEPRESSIVE,mental_disorder,Lexicon,0.48015114432827755,0.5198488556717225
11,DEPRESSIVE,affective_disorder,Lexicon,0.48209195002421235,0.5179080499757877
11,DEPRESSIVE,bipolar,Lexicon,0.4877477605915377,0.5122522394084623
11,DEPRESSIVE,panic,Lexicon,0.4923772032116579,0.5076227967883421
11,DEPRESSIVE,substance_dependence,Lexicon,0.49881473539011856,0.5011852646098814
11,DEPRESSIVE,electroconvulsive_therapy,Lexicon,0.4990533402092101,0.5009466597907899
12,ANXIETY,social_phobia,DSM,0.14630818865688255,0.8536918113431174
12,ANXIETY,generalized_anxiety_disorder,DSM,0.14878605498489295,0.851213945015107
12,ANXIETY,panic_disorder,DSM,0.1618552667496257,0.8381447332503743
12,ANXIETY,social_anxiety_disorder,DSM,0.17675868578369203,0.823241314216308
12,ANXIETY,specific_phobia,DSM,0.19371125807574718,0.8062887419242528
12,ANXIETY,anxiety_disorder,DSM,0.21043584187160314,0.7895641581283969
12,ANXIETY,agoraphobia,DSM,0.2523737445187101,0.7476262554812899
12,ANXIETY,generalized_anxiety,Lexicon,0.31341921333331024,0.6865807866666898
12,ANXIETY,phobia,Lexicon,0.3633775088041852,0.6366224911958148
12,ANXIETY,separation_anxiety_disorder,DSM,0.39574530914020745,0.6042546908597926
12,ANXIETY,panic,Lexicon,0.4031939767846222,0.5968060232153778
12,ANXIETY,panic_disorder_agoraphobia,Lexicon,0.4053846313119642,0.5946153686880358
12,ANXIETY,social_anxiety,Lexicon,0.4143286791218963,0.5856713208781037
12,ANXIETY,panic_attack,Lexicon,0.41989770677425753,0.5801022932257425
12,ANXIETY,cognitive_behavioral_therapy,Lexicon,0.43273769581753474,0.5672623041824653
12,ANXIETY,separation_anxiety,Lexicon,0.4716341959924134,0.5283658040075866
12,ANXIETY,major_depression,Lexicon,0.4723672702429592,0.5276327297570408
12,ANXIETY,emotion_regulation,Lexicon,0.4924129335578804,0.5075870664421196
12,ANXIETY,emotional_expression,Lexicon,0.4990499454634695,0.5009500545365305
13,OBSESSIVE_COMPULSIVE,trichotillomania,DSM,0.2839186176320526,0.7160813823679474
13,OBSESSIVE_COMPULSIVE,body_dysmorphic_disorder,DSM,0.3636785724104358,0.6363214275895642
13,OBSESSIVE_COMPULSIVE,obsessivecompulsive_disorder,DSM,0.38405258134519393,0.6159474186548061
13,OBSESSIVE_COMPULSIVE,obsessive_compulsive_disorder,DSM,0.3966222620913773,0.6033777379086227
13,OBSESSIVE_COMPULSIVE,skinpicking_disorder,DSM,0.43254919411834625,0.5674508058816538
13,OBSESSIVE_COMPULSIVE,skin_picking_disorder,DSM,0.48142940616185126,0.5185705938381487
13,OBSESSIVE_COMPULSIVE,excoriation_disorder,DSM,0.49884806957882544,0.5011519304211746
14,TRAUMA_STRESSOR,posttraumatic_stress_disorder,DSM,0.26861409408591674,0.7313859059140833
14,TRAUMA_STRESSOR,acute_stress_disorder,DSM,0.37386529820978776,0.6261347017902122
14,TRAUMA_STRESSOR,traumarelated_disorder,DSM,0.39750166090135186,0.6024983390986481
14,TRAUMA_STRESSOR,ptsd,DSM,0.40793307131185563,0.5920669286881444
14,TRAUMA_STRESSOR,adjustment_disorder,DSM,0.4421894244442537,0.5578105755557463
14,TRAUMA_STRESSOR,posttraumatic_stress,Lexicon,0.4476311942073756,0.5523688057926244
15,DISSOCIATIVE,dissociative_amnesia,DSM,0.3617077551325041,0.6382922448674959
15,DISSOCIATIVE,depersonalizationderealization_disorder,DSM,0.373462977396292,0.626537022603708
15,DISSOCIATIVE,dissociative_disorder,DSM,0.42033478657742473,0.5796652134225753
15,DISSOCIATIVE,dissociative_identity_disorder,DSM,0.4499922352672754,0.5500077647327246
15,DISSOCIATIVE,gilles_de_la_tourette_syndrome,Lexicon,0.46889448577164294,0.5311055142283571
15,DISSOCIATIVE,depersonalization_disorder,DSM,0.492531194772608,0.507468805227392
15,DISSOCIATIVE,somatoform_disorder,Lexicon,0.4929572336901603,0.5070427663098397
15,DISSOCIATIVE,major_depressive,Lexicon,0.4978454677325226,0.5021545322674774
16,SOMATIC,functional_neurological_symptom_disorder,DSM,0.2462424283750927,0.7537575716249073
16,SOMATIC,conversion_disorder,DSM,0.306095579867408,0.693904420132592
16,SOMATIC,somatic_symptom_disorder,DSM,0.4096485435784627,0.5903514564215373
17,EATING,bulimia_nervosa,DSM,0.19909431124110555,0.8009056887588945
17,EATING,anorexia_nervosa,DSM,0.2487283646220575,0.7512716353779425
17,EATING,binge_eating_disorder,DSM,0.2533381705408102,0.7466618294591898
17,EATING,eating_disorder,DSM,0.34426168801412316,0.6557383119858768
17,EATING,bingeeating_disorder,DSM,0.3925424578642668,0.6074575421357332
17,EATING,pathological_gambling,Lexicon,0.4660046339887439,0.5339953660112561
17,EATING,binge_eating,Lexicon,0.4913214209021163,0.5086785790978837
18,ELIMINATION,encopresis,DSM,0.07234605363820368,0.9276539463617963
18,ELIMINATION,enuresis,DSM,0.20702997842211457,0.7929700215778854
19,SLEEP,rapid_eye_movement_sleep_behavior_disorder,DSM,0.34823837510336986,0.6517616248966301
19,SLEEP,narcolepsy,DSM,0.3534019997496163,0.6465980002503837
19,SLEEP,hypersomnia,Lexicon,0.35994761689678056,0.6400523831032194
19,SLEEP,parasomnia,DSM,0.36060993414638165,0.6393900658536184
19,SLEEP,sleepwake_disorder,DSM,0.4210021238006212,0.5789978761993788
19,SLEEP,restless_leg_syndrome,DSM,0.4234279011621488,0.5765720988378512
19,SLEEP,cataplexy,Lexicon,0.48872441380982234,0.5112755861901777
19,SLEEP,rem_sleep_behavior_disorder,Lexicon,0.4914901375793307,0.5085098624206693
19,SLEEP,sleep_disorder,Lexicon,0.4994446351278824,0.5005553648721176
22,SEXUAL,genitopelvic_painpenetration_disorder,DSM,0.22361422930616437,0.7763857706938356
22,SEXUAL,premature_ejaculation,DSM,0.30955521674578057,0.6904447832542194
23,GENDER,gender_dysphoria,DSM,0.0,1.0
24,DISRUPTIVE,disruptive_disorder,DSM,0.3556347128740306,0.6443652871259694
24,DISRUPTIVE,conduct_disorder,DSM,0.3779773061388497,0.6220226938611503
24,DISRUPTIVE,intermittent_explosive_disorder,DSM,0.4542518797544036,0.5457481202455964
24,DISRUPTIVE,kleptomania,DSM,0.46657182474074665,0.5334281752592533
24,DISRUPTIVE,psychiatric_diagnosis,Lexicon,0.4825701027445045,0.5174298972554955
24,DISRUPTIVE,impulse_control_disorder,DSM,0.48382629747712624,0.5161737025228738
24,DISRUPTIVE,cocaine_dependence,Lexicon,0.48402002443318526,0.5159799755668147
24,DISRUPTIVE,oppositional_defiant_disorder,DSM,0.49801902319162905,0.501980976808371
25,SUBSTANCE,opioid_use_disorder,DSM,0.44943281959869963,0.5505671804013004
25,SUBSTANCE,substancerelated_disorder,DSM,0.45121154088643656,0.5487884591135634
25,SUBSTANCE,substance_use_disorder,DSM,0.4560839172143525,0.5439160827856475
25,SUBSTANCE,cannabis_use_disorder,DSM,0.45703141221984045,0.5429685877801596
25,SUBSTANCE,cocaine_use_disorder,DSM,0.4606365103511121,0.5393634896488879
25,SUBSTANCE,substance_dependence,Lexicon,0.47884315003016487,0.5211568499698351
25,SUBSTANCE,alcohol_abuse,Lexicon,0.484594078016243,0.515405921983757
25,SUBSTANCE,alcohol_use_disorder,DSM,0.49112776045994966,0.5088722395400503
25,SUBSTANCE,stimulant_use_disorder,DSM,0.4970974379696287,0.5029025620303713
25,SUBSTANCE,alcohol_withdrawal,DSM,0.4971931528969964,0.5028068471030036
36,COGNITIVE,neurocognitive_disorder,DSM,0.15157251211841172,0.8484274878815883
36,COGNITIVE,delirium,DSM,0.26147223716135304,0.738527762838647
