ORDER,CLUSTER,DOMAIN,TOKEN,R,ROC_AUC
2,3,REWARD,gambling,0.10907267030711118,0.5022365232452105
2,3,REWARD,taste,0.10718168394076558,0.5022365232452105
3,7,COGNITION,arousal,0.13116548078152582,0.5183148492323537
3,7,COGNITION,monitoring,0.1248714153502795,0.5183148492323537
3,7,COGNITION,anticipation,0.11604413104173125,0.5183148492323537
3,7,COGNITION,decision_making,0.11175472757204392,0.5183148492323537
3,7,COGNITION,reward,0.10925088561065256,0.5183148492323537
3,7,COGNITION,valence,0.10843514995887013,0.5183148492323537
3,7,COGNITION,salience,0.09797466738492744,0.5183148492323537
3,7,COGNITION,pain,0.09544300587215226,0.5183148492323537
3,7,COGNITION,cognitive_control,0.09517361901327012,0.5183148492323537
3,7,COGNITION,error_detection,0.09378197044518798,0.5183148492323537
3,7,COGNITION,autobiographical_memory,0.09232765216373658,0.5183148492323537
3,7,COGNITION,emotion,0.09170188665411494,0.5183148492323537
3,7,COGNITION,expectancy,0.08963150068320977,0.5183148492323537
3,7,COGNITION,cognitive_process,0.08867212938699863,0.5183148492323537
3,7,COGNITION,reaction_time,0.08860765462696411,0.5183148492323537
3,7,COGNITION,strategy,0.08722561035308242,0.5183148492323537
3,7,COGNITION,remembering,0.08654697912588337,0.5183148492323537
3,7,COGNITION,context,0.08610594589959929,0.5183148492323537
3,7,COGNITION,cognitive,0.08410986909318081,0.5183148492323537
3,7,COGNITION,interoception,0.08323653994220515,0.5183148492323537
3,7,COGNITION,decision,0.08302233781034155,0.5183148492323537
3,7,COGNITION,goal,0.08287270675428568,0.5183148492323537
3,7,COGNITION,retrieval,0.08162888543015043,0.5183148492323537
4,5,VISION,vision,0.1310310563791348,0.5198088054261496
4,5,VISION,recognition,0.12966718320543055,0.5198088054261496
4,5,VISION,retrieval,0.1273234662414804,0.5198088054261496
4,5,VISION,face_perception,0.12580111129436453,0.5198088054261496
4,5,VISION,familiarity,0.12430724124391924,0.5198088054261496
4,5,VISION,visual_attention,0.12065972587310975,0.5198088054261496
4,5,VISION,visual_perception,0.11787416383267445,0.5198088054261496
4,5,VISION,object_recognition,0.11761097312231795,0.5198088054261496
4,5,VISION,memory,0.11684588516577778,0.5198088054261496
4,5,VISION,remembering,0.11412916583083058,0.5198088054261496
4,5,VISION,visual_imagery,0.1099899042911342,0.5198088054261496
4,5,VISION,covert,0.10939517987320176,0.5198088054261496
4,5,VISION,visual_angle,0.10935029616459346,0.5198088054261496
4,5,VISION,eye,0.1090593888215868,0.5198088054261496
4,5,VISION,spatial_attention,0.10665482558806816,0.5198088054261496
4,5,VISION,encoding,0.10271912601094,0.5198088054261496
4,5,VISION,visual_object,0.10182900134104443,0.5198088054261496
4,5,VISION,recognition_memory,0.0986165965449454,0.5198088054261496
4,5,VISION,memory_retrieval,0.09694803449001024,0.5198088054261496
4,5,VISION,episodic_memory,0.09569853392984476,0.5198088054261496
4,5,VISION,picture,0.09352711062373313,0.5198088054261496
5,2,MANIPULATION,execution,0.1825094472385905,0.5388882932895214
5,2,MANIPULATION,working_memory,0.1537098362214615,0.5388882932895214
5,2,MANIPULATION,hand,0.15282764708252244,0.5388882932895214
5,2,MANIPULATION,manipulation,0.14355316072275615,0.5388882932895214
5,2,MANIPULATION,rehearsal,0.1348991005179544,0.5388882932895214
5,2,MANIPULATION,movement,0.13294153622283114,0.5388882932895214
5,2,MANIPULATION,action,0.12825103324744486,0.5388882932895214
5,2,MANIPULATION,reaction_time,0.12416295987865897,0.5388882932895214
5,2,MANIPULATION,attention,0.1197678014465242,0.5388882932895214
5,2,MANIPULATION,grasping,0.11923525626709205,0.5388882932895214
5,2,MANIPULATION,response_selection,0.11816384899365552,0.5388882932895214
5,2,MANIPULATION,representation,0.11796779267813792,0.5388882932895214
5,2,MANIPULATION,monitoring,0.1173505708258115,0.5388882932895214
5,2,MANIPULATION,strategy,0.11734835842695893,0.5388882932895214
5,2,MANIPULATION,covert,0.1168797045493775,0.5388882932895214
5,2,MANIPULATION,grasp,0.11576886848119755,0.5388882932895214
5,2,MANIPULATION,spatial_attention,0.11427610351551495,0.5388882932895214
5,2,MANIPULATION,planning,0.11039958368747677,0.5388882932895214
5,2,MANIPULATION,mental_representation,0.10772477441799427,0.5388882932895214
5,2,MANIPULATION,preparation,0.10767768170964362,0.5388882932895214
5,2,MANIPULATION,cognitive_process,0.1069422717914776,0.5388882932895214
5,2,MANIPULATION,goal,0.1056427184808252,0.5388882932895214
5,2,MANIPULATION,spatial_working_memory,0.10510571169732927,0.5388882932895214
5,2,MANIPULATION,motor_control,0.10499369166854136,0.5388882932895214
6,1,MEANING,semantic_processing,0.16916325900580706,0.5071594772985988
6,1,MEANING,language,0.1568473622857505,0.5071594772985988
6,1,MEANING,word,0.15647134537992016,0.5071594772985988
6,1,MEANING,memory,0.14603469150981555,0.5071594772985988
6,1,MEANING,retrieval,0.14534964458209476,0.5071594772985988
6,1,MEANING,semantic_memory,0.14437406826874524,0.5071594772985988
6,1,MEANING,language_processing,0.14379594386050196,0.5071594772985988
6,1,MEANING,semantic_knowledge,0.1394264471920308,0.5071594772985988
6,1,MEANING,semantic_information,0.13849158829683805,0.5071594772985988
6,1,MEANING,episodic_memory,0.1377688127911211,0.5071594772985988
6,1,MEANING,semantics,0.12930296874921454,0.5071594772985988
6,1,MEANING,familiarity,0.12829420205836992,0.5071594772985988
6,1,MEANING,recognition,0.1263682511375747,0.5071594772985988
6,1,MEANING,speech,0.12538492805068,0.5071594772985988
6,1,MEANING,autobiographical_memory,0.12395559150313562,0.5071594772985988
6,1,MEANING,meaning,0.12259792226423873,0.5071594772985988
6,1,MEANING,remembering,0.12018401567589547,0.5071594772985988
6,1,MEANING,episodic_simulation,0.1193732305518238,0.5071594772985988
6,1,MEANING,naming,0.11933696373169378,0.5071594772985988
6,1,MEANING,language_comprehension,0.11664357391802113,0.5071594772985988
6,1,MEANING,theory_mind,0.11398439958240912,0.5071594772985988
7,4,LANGUAGE,speech,0.2303986985522272,0.521202626175558
7,4,LANGUAGE,hearing,0.2297916892212191,0.521202626175558
7,4,LANGUAGE,listening,0.22107612317445227,0.521202626175558
7,4,LANGUAGE,speech_perception,0.2079649620968899,0.521202626175558
7,4,LANGUAGE,speech_processing,0.2037781835199598,0.521202626175558
7,4,LANGUAGE,tone,0.17659152928569116,0.521202626175558
7,4,LANGUAGE,music,0.1652732061961457,0.521202626175558
7,4,LANGUAGE,passive_listening,0.15517440776386374,0.521202626175558
7,4,LANGUAGE,melody,0.1542600185638874,0.521202626175558
7,4,LANGUAGE,speech_production,0.14744469070965716,0.521202626175558
7,4,LANGUAGE,syllable,0.14685498194062704,0.521202626175558
7,4,LANGUAGE,auditory_perception,0.14662141780868507,0.521202626175558
7,4,LANGUAGE,language,0.14504918812187328,0.521202626175558
7,4,LANGUAGE,audition,0.13111943904712048,0.521202626175558
7,4,LANGUAGE,prosody,0.13043456105853654,0.521202626175558
7,4,LANGUAGE,language_processing,0.12968095119340706,0.521202626175558
7,4,LANGUAGE,intonation,0.12597753322906385,0.521202626175558
7,4,LANGUAGE,pitch_discrimination,0.11809607668802401,0.521202626175558
7,4,LANGUAGE,articulation,0.1105217658879487,0.521202626175558
7,4,LANGUAGE,perception,0.10872185449211803,0.521202626175558
7,4,LANGUAGE,auditory_feedback,0.10547630700322347,0.521202626175558
7,4,LANGUAGE,phonetics,0.10489607885223527,0.521202626175558
7,4,LANGUAGE,noise,0.1010803352825113,0.521202626175558
