STRUCTURE,CLUSTER,DOMAIN,TITLE
right_accumbens,12,DECISION_MAKING,Decision Making
left_inferior_temporal_gyrus_temporooccipital_part,13,WORD,Word
left_lateral_occipital_cortex_inferior_division,13,WORD,Word
left_middle_temporal_gyrus_temporooccipital_part,13,WORD,Word
left_occipital_fusiform_gyrus,13,WORD,Word
left_temporal_occipital_fusiform_cortex,13,WORD,Word
left_cerebellar_vermis,14,REST,Rest
right_cerebellar_vermis,14,REST,Rest
right_inferior_temporal_gyrus_posterior_division,15,ENCODING,Encoding
right_parahippocampal_gyrus_posterior_division,15,ENCODING,Encoding
right_temporal_fusiform_cortex_posterior_division,15,ENCODING,Encoding
left_cerebellar_crus,16,MOVEMENT,Movement
left_cerebellar_lobules,16,MOVEMENT,Movement
right_cerebellar_crus,16,MOVEMENT,Movement
right_cerebellar_lobules,16,MOVEMENT,Movement
left_subcallosal_cortex,17,AROUSAL,Arousal
left_accumbens,18,LOSS,Loss
left_angular_gyrus,19,MANIPULATION,Manipulation
left_cingulate_gyrus_posterior_division,19,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,19,MANIPULATION,Manipulation
left_middle_frontal_gyrus,19,MANIPULATION,Manipulation
left_precuneous_cortex,19,MANIPULATION,Manipulation
left_superior_frontal_gyrus,19,MANIPULATION,Manipulation
left_superior_parietal_lobule,19,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,19,MANIPULATION,Manipulation
right_angular_gyrus,19,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,19,MANIPULATION,Manipulation
right_middle_temporal_gyrus_temporooccipital_part,19,MANIPULATION,Manipulation
right_precuneous_cortex,19,MANIPULATION,Manipulation
right_superior_parietal_lobule,19,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,19,MANIPULATION,Manipulation
left_middle_temporal_gyrus_anterior_division,20,SEMANTIC_PROCESSING,Semantic Processing
left_middle_temporal_gyrus_posterior_division,20,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_anterior_division,20,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_posterior_division,20,SEMANTIC_PROCESSING,Semantic Processing
left_temporal_pole,21,SOCIAL_COGNITION,Social Cognition
right_temporal_pole,21,SOCIAL_COGNITION,Social Cognition
left_brainstem,22,ANTICIPATION,Anticipation
right_brainstem,22,ANTICIPATION,Anticipation
left_amygdala,23,RECALL,Recall
left_hippocampus,23,RECALL,Recall
left_parahippocampal_gyrus_anterior_division,23,RECALL,Recall
left_parahippocampal_gyrus_posterior_division,23,RECALL,Recall
right_hippocampus,23,RECALL,Recall
left_cuneal_cortex,24,FAMILIARITY,Familiarity
left_intracalcarine_cortex,24,FAMILIARITY,Familiarity
left_lingual_gyrus,24,FAMILIARITY,Familiarity
left_supracalcarine_cortex,24,FAMILIARITY,Familiarity
left_frontal_medial_cortex,25,SALIENCE,Salience
right_frontal_medial_cortex,25,SALIENCE,Salience
right_subcallosal_cortex,25,SALIENCE,Salience
left_frontal_orbital_cortex,26,COGNITIVE_PROCESS,Cognitive Process
left_frontal_pole,26,COGNITIVE_PROCESS,Cognitive Process
left_insular_cortex,26,COGNITIVE_PROCESS,Cognitive Process
right_frontal_operculum_cortex,26,COGNITIVE_PROCESS,Cognitive Process
right_frontal_orbital_cortex,26,COGNITIVE_PROCESS,Cognitive Process
right_frontal_pole,26,COGNITIVE_PROCESS,Cognitive Process
right_insular_cortex,26,COGNITIVE_PROCESS,Cognitive Process
