STRUCTURE,CLUSTER,DOMAIN,TITLE
right_occipital_pole,8,FAMILIARITY,Familiarity
right_temporal_occipital_fusiform_cortex,8,FAMILIARITY,Familiarity
left_middle_temporal_gyrus_anterior_division,9,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,9,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,9,LANGUAGE,Language
left_accumbens,10,REWARD,Reward
right_accumbens,10,REWARD,Reward
left_cerebellar_crus,11,MOVEMENT,Movement
left_cerebellar_lobules,11,MOVEMENT,Movement
right_cerebellar_crus,11,MOVEMENT,Movement
right_cerebellar_lobules,11,MOVEMENT,Movement
left_frontal_operculum_cortex,12,MEANING,Meaning
left_frontal_orbital_cortex,12,MEANING,Meaning
left_frontal_pole,12,MEANING,Meaning
left_inferior_frontal_gyrus_pars_opercularis,12,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,12,MEANING,Meaning
left_middle_frontal_gyrus,12,MEANING,Meaning
left_inferior_temporal_gyrus_anterior_division,13,RETRIEVAL,Retrieval
left_inferior_temporal_gyrus_posterior_division,13,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,13,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_posterior_division,13,RETRIEVAL,Retrieval
right_inferior_temporal_gyrus_posterior_division,14,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,14,EPISODIC_MEMORY,Episodic Memory
left_superior_frontal_gyrus,15,COGNITION,Cognition
right_frontal_pole,15,COGNITION,Cognition
right_middle_frontal_gyrus,15,COGNITION,Cognition
right_paracingulate_gyrus,15,COGNITION,Cognition
right_superior_frontal_gyrus,15,COGNITION,Cognition
right_supplementary_motor_cortex,15,COGNITION,Cognition
left_superior_temporal_gyrus_posterior_division,16,HEARING,Hearing
right_middle_temporal_gyrus_anterior_division,16,HEARING,Hearing
right_middle_temporal_gyrus_posterior_division,16,HEARING,Hearing
right_superior_temporal_gyrus_anterior_division,16,HEARING,Hearing
right_superior_temporal_gyrus_posterior_division,16,HEARING,Hearing
left_frontal_medial_cortex,17,THOUGHT,Thought
right_frontal_medial_cortex,17,THOUGHT,Thought
left_insular_cortex,18,MANIPULATION,Manipulation
right_frontal_operculum_cortex,18,MANIPULATION,Manipulation
right_frontal_orbital_cortex,18,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,18,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,18,MANIPULATION,Manipulation
right_insular_cortex,18,MANIPULATION,Manipulation
left_caudate,19,DECISION_MAKING,Decision Making
right_caudate,19,DECISION_MAKING,Decision Making
left_pallidum,20,ANTICIPATION,Anticipation
left_putamen,20,ANTICIPATION,Anticipation
right_pallidum,20,ANTICIPATION,Anticipation
right_putamen,20,ANTICIPATION,Anticipation
left_cerebellar_vermis,21,MOTOR_CONTROL,Motor Control
left_cingulate_gyrus_posterior_division,22,REMEMBERING,Remembering
left_cuneal_cortex,22,REMEMBERING,Remembering
left_intracalcarine_cortex,22,REMEMBERING,Remembering
left_precuneous_cortex,22,REMEMBERING,Remembering
left_supracalcarine_cortex,22,REMEMBERING,Remembering
left_brainstem,23,AROUSAL,Arousal
right_brainstem,23,AROUSAL,Arousal
right_cerebellar_vermis,24,COORDINATION,Coordination
left_subcallosal_cortex,25,LOSS,Loss
right_subcallosal_cortex,25,LOSS,Loss
left_parahippocampal_gyrus_posterior_division,26,RECALL,Recall
left_central_opercular_cortex,27,SPEECH,Speech
left_heschls_gyrus,27,SPEECH,Speech
left_parietal_operculum_cortex,27,SPEECH,Speech
left_planum_temporale,27,SPEECH,Speech
right_parietal_operculum_cortex,27,SPEECH,Speech
right_planum_temporale,27,SPEECH,Speech
right_inferior_temporal_gyrus_anterior_division,28,ENCODING,Encoding
right_temporal_fusiform_cortex_anterior_division,28,ENCODING,Encoding
