STRUCTURE,CLUSTER,DOMAIN,TITLE
left_precentral_gyrus,23,MEANING,Meaning
right_inferior_frontal_gyrus_pars_opercularis,23,MEANING,Meaning
left_inferior_temporal_gyrus_anterior_division,24,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,24,RETRIEVAL,Retrieval
left_central_opercular_cortex,25,HEARING,Hearing
left_heschls_gyrus,25,HEARING,Hearing
left_parietal_operculum_cortex,25,HEARING,Hearing
left_planum_temporale,25,HEARING,Hearing
left_superior_temporal_gyrus_posterior_division,25,HEARING,Hearing
right_planum_temporale,25,HEARING,Hearing
left_thalamus,26,ANTICIPATION,Anticipation
right_thalamus,26,ANTICIPATION,Anticipation
left_angular_gyrus,27,ATTENTION,Attention
left_lateral_occipital_cortex_superior_division,27,ATTENTION,Attention
left_precuneous_cortex,27,ATTENTION,Attention
left_superior_parietal_lobule,27,ATTENTION,Attention
left_supramarginal_gyrus_posterior_division,27,ATTENTION,Attention
right_angular_gyrus,27,ATTENTION,Attention
right_lateral_occipital_cortex_superior_division,27,ATTENTION,Attention
right_middle_frontal_gyrus,27,ATTENTION,Attention
right_precentral_gyrus,27,ATTENTION,Attention
right_superior_frontal_gyrus,27,ATTENTION,Attention
right_superior_parietal_lobule,27,ATTENTION,Attention
right_supramarginal_gyrus_posterior_division,27,ATTENTION,Attention
left_frontal_medial_cortex,28,SALIENCE,Salience
right_frontal_medial_cortex,28,SALIENCE,Salience
right_subcallosal_cortex,28,SALIENCE,Salience
left_temporal_pole,29,SOCIAL_COGNITION,Social Cognition
right_temporal_pole,29,SOCIAL_COGNITION,Social Cognition
left_caudate,30,DECISION_MAKING,Decision Making
right_caudate,30,DECISION_MAKING,Decision Making
