ORDER,DOMAIN,CONSTRUCT,TOKEN,CONFIDENCE,SOURCE,DISTANCE
3,NEGATIVE_VALENCE,LOSS,anhedonia,0,RDoC,0.7088705130294316
3,NEGATIVE_VALENCE,LOSS,attentional_bias,0,RDoC,0.4361701606195427
3,NEGATIVE_VALENCE,LOSS,attentional_bias_negative_valenced_information,0,RDoC,
3,NEGATIVE_VALENCE,LOSS,cry,0,RDoC,0.42167076266946424
3,NEGATIVE_VALENCE,LOSS,executive_function,0,RDoC,0.2784252745081318
3,NEGATIVE_VALENCE,LOSS,guilt,0,RDoC,0.677826380083531
3,NEGATIVE_VALENCE,LOSS,increased_selffocus,0,RDoC,0.3301705351471309
3,NEGATIVE_VALENCE,LOSS,loss_drive,0,RDoC,0.23777261931845406
3,NEGATIVE_VALENCE,LOSS,lossrelevant_recall_bias,0,RDoC,
3,NEGATIVE_VALENCE,LOSS,morbid_thought,0,RDoC,
3,NEGATIVE_VALENCE,LOSS,negative_valenced_information,0,RDoC,
3,NEGATIVE_VALENCE,LOSS,psychomotor_retardation,0,RDoC,0.4894005979951771
3,NEGATIVE_VALENCE,LOSS,rumination,0,RDoC,0.6777922004534936
3,NEGATIVE_VALENCE,LOSS,sadness,0,RDoC,0.7004347102604073
3,NEGATIVE_VALENCE,LOSS,shame,0,RDoC,0.6430075775408206
3,NEGATIVE_VALENCE,LOSS,withdrawal,0,RDoC,0.4997321163417374
3,NEGATIVE_VALENCE,LOSS,worry,0,RDoC,0.6628380455572054
3,NEGATIVE_VALENCE,LOSS,grief,0,RDoC,0.5670468111249812
3,NEGATIVE_VALENCE,LOSS,film_clip,0,RDoC,0.34808248419951715
3,NEGATIVE_VALENCE,LOSS,sadness_eliciting_film_clip,0,RDoC,
3,NEGATIVE_VALENCE,LOSS,leds,0,RDoC,0.1953747021115464
3,NEGATIVE_VALENCE,LOSS,strain,0,RDoC,0.2718403632271863
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,frustration,1,RDoC,0.6295118077474822
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,frustrative,1,RDoC,
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,frustrative_nonreward,1,RDoC,0.4522185705841636
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,nonreward,1,RDoC,0.44636385953107727
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,aggression,0,RDoC,0.6126093818468986
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,physical_agression,0,RDoC,
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,relational_aggression,0,RDoC,0.5230846690576145
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,labtab,0,RDoC,0.413034576869442
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,psap,0,RDoC,0.6299823610677393
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,daily_frustration,0,RDoC,
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,frustrative_nonreward_responsiveness,0,RDoC,
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,frustrative_nonreward_responsiveness_subscale,0,RDoC,
4,NEGATIVE_VALENCE,FRUSTRATIVE_NONREWARD,questionnaire_daily_frustration,0,RDoC,
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,anticipation,1,RDoC,0.8155973779251512
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,reward_anticipation,1,RDoC,0.8923088968776425
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,reward,0,RDoC,0.8473980687490864
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,reward_responsiveness,0,RDoC,0.5212573466171334
5,POSITIVE_VALENCE,REWARD_ANTICIPATION,monetary_incentive_delay,0,RDoC,0.6544427620591329
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,initial_response,1,RDoC,0.2889822099673607
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,initial_response_reward,1,RDoC,
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,response_reward,1,RDoC,0.5880891147088297
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,reward_response,1,RDoC,0.5731490975468316
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,reactivity,0,RDoC,0.553534300919947
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,taste_reactivity,0,RDoC,0.42576859893834573
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,response,0,RDoC,0.4367810661147914
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,reward,0,RDoC,0.5480869370116507
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,reward_responsiveness,0,RDoC,0.5755781132119315
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,simple_guessing,0,RDoC,0.17239371116604119
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,simple_guessing_task,0,RDoC,0.20910779388026124
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,consummatory_subscale_teps,0,RDoC,
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,consummatory_teps,0,RDoC,
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,panas,0,RDoC,0.32667812416765807
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,panas_state,0,RDoC,0.27897181833684037
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,panas_state_version,0,RDoC,
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,teps,0,RDoC,0.36887230001839433
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,teps_consummatory,0,RDoC,0.37057553061643667
6,POSITIVE_VALENCE,INITIAL_REWARD_RESPONSIVENESS,teps_consummatory_subscale,0,RDoC,
7,POSITIVE_VALENCE,REWARD_SATIATION,reward_satiation,1,RDoC,
7,POSITIVE_VALENCE,REWARD_SATIATION,satiation,1,RDoC,0.6578648609233475
7,POSITIVE_VALENCE,REWARD_SATIATION,reward,0,RDoC,0.7943645430116772
7,POSITIVE_VALENCE,REWARD_SATIATION,reward_responsiveness,0,RDoC,0.6240914951312154
7,POSITIVE_VALENCE,REWARD_SATIATION,fixedratio_satiation,0,RDoC,
7,POSITIVE_VALENCE,REWARD_SATIATION,fixedratio_satiation_schedule,0,RDoC,
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,probabilistic_learning,1,RDoC,0.5659913780679388
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,reinforcement_learning,1,RDoC,0.7765993557589955
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,learning,0,RDoC,0.6848060079876774
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,reward,0,RDoC,0.7447503133761585
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,reward_learning,0,RDoC,0.8290324036846577
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,drifting_double_bandit,0,RDoC,
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,pavlovian_conditioning,0,RDoC,0.5597977552506833
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,probabilistic_reward,0,RDoC,0.4967537833137844
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,probabilistic_reward_task,0,RDoC,0.45581822091033364
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,probabilistic_stimulus_selection,0,RDoC,
8,POSITIVE_VALENCE,REINFORCEMENT_LEARNING,probabilistic_stimulus_selection_task,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,prediction_error,1,RDoC,0.46284700507852095
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,reward_prediction_error,1,RDoC,0.5464540576050992
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,goal_tracking,0,RDoC,0.42033385930107947
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,pavlovian_approach,0,RDoC,0.47232901009927264
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,rewardrelated_speeding,0,RDoC,0.19139324067517294
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,sign_tracking,0,RDoC,0.33618100999248846
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,learning,0,RDoC,0.3545257843337355
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,reward,0,RDoC,0.5000871018266981
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,reward_learning,0,RDoC,0.5686695204104332
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,drifting_double_bandit,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,rutledge_passive_lottery,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,rutledge_passive_lottery_task,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,affective_forecasting,0,RDoC,0.1119731720774807
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,asam,0,RDoC,0.2097003876401491
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,asam_scale,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,eating_expectancy,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,eating_expectancy_inventory,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,generalized_reward,0,RDoC,0.26016830453122075
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,generalized_reward_punishment_expectancy,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,generalized_reward_punishment_expectancy_scale,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,generalized_reward_scale,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,punishment_expectancy,0,RDoC,0.27922212825554793
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,punishment_expectancy_scale,0,RDoC,
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,selfreport_craving,0,RDoC,0.36115822380509144
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,teps_anticipatory,0,RDoC,0.2467805592209038
9,POSITIVE_VALENCE,REWARD_PREDICTION_ERROR,teps_anticipatory_scale,0,RDoC,
10,POSITIVE_VALENCE,HABIT,compulsive_behavior,0,RDoC,0.4853972440295893
10,POSITIVE_VALENCE,HABIT,repetitive_behavior,0,RDoC,0.5675228836084978
10,POSITIVE_VALENCE,HABIT,stereotypic_behavior,0,RDoC,0.3542364559750174
10,POSITIVE_VALENCE,HABIT,habit,0,RDoC,0.580958945800701
10,POSITIVE_VALENCE,HABIT,learning,0,RDoC,0.42756563257350244
10,POSITIVE_VALENCE,HABIT,reward,0,RDoC,0.49015251967936835
10,POSITIVE_VALENCE,HABIT,reward_learning,0,RDoC,0.5692690989847103
10,POSITIVE_VALENCE,HABIT,devaluation,0,RDoC,0.5540671983500072
10,POSITIVE_VALENCE,HABIT,devaluation_task,0,RDoC,0.47373671268116835
10,POSITIVE_VALENCE,HABIT,habit_learning,0,RDoC,0.5590709863863549
10,POSITIVE_VALENCE,HABIT,habit_learning_task,0,RDoC,0.3734275992394017
10,POSITIVE_VALENCE,HABIT,habit_task,0,RDoC,0.4004077650624027
10,POSITIVE_VALENCE,HABIT,aberrant_behavior,0,RDoC,0.3255418321211141
10,POSITIVE_VALENCE,HABIT,aberrant_behavior_checklist,0,RDoC,0.34834381329594766
10,POSITIVE_VALENCE,HABIT,measure_repetitive_behavior,0,RDoC,
11,POSITIVE_VALENCE,REWARD_PROBABILITY,probability,1,RDoC,0.5947883956683668
11,POSITIVE_VALENCE,REWARD_PROBABILITY,reward_probability,1,RDoC,0.6922228041694667
11,POSITIVE_VALENCE,REWARD_PROBABILITY,reward,0,RDoC,0.7732584467133067
11,POSITIVE_VALENCE,REWARD_PROBABILITY,reward_valuation,0,RDoC,0.5068716106223546
11,POSITIVE_VALENCE,REWARD_PROBABILITY,valuation,0,RDoC,0.735933620108646
11,POSITIVE_VALENCE,REWARD_PROBABILITY,probability_choice,0,RDoC,0.40970493765814775
11,POSITIVE_VALENCE,REWARD_PROBABILITY,probability_choice_task,0,RDoC,
11,POSITIVE_VALENCE,REWARD_PROBABILITY,willingness_pay,0,RDoC,0.5852387516048574
11,POSITIVE_VALENCE,REWARD_PROBABILITY,willingness_pay_task,0,RDoC,0.18598289576737448
12,POSITIVE_VALENCE,DELAY,delay,1,RDoC,0.5450290600752207
12,POSITIVE_VALENCE,DELAY,delayed_reward,1,RDoC,0.8024359276060901
12,POSITIVE_VALENCE,DELAY,reward,0,RDoC,0.8707769553410267
12,POSITIVE_VALENCE,DELAY,reward_valuation,0,RDoC,0.5771746928206504
12,POSITIVE_VALENCE,DELAY,valuation,0,RDoC,0.7540700905631798
12,POSITIVE_VALENCE,DELAY,delay_discounting,0,RDoC,0.7351661648797886
13,POSITIVE_VALENCE,EFFORT,effort,1,RDoC,0.6422982092704179
13,POSITIVE_VALENCE,EFFORT,reward,0,RDoC,0.7388499670415154
13,POSITIVE_VALENCE,EFFORT,reward_valuation,0,RDoC,0.5717638093185864
13,POSITIVE_VALENCE,EFFORT,valuation,0,RDoC,0.6013276723679324
13,POSITIVE_VALENCE,EFFORT,cognitive_effort,0,RDoC,0.5518033580856065
13,POSITIVE_VALENCE,EFFORT,eefrt,0,RDoC,0.5128314424958881
13,POSITIVE_VALENCE,EFFORT,eefrt_task,0,RDoC,
13,POSITIVE_VALENCE,EFFORT,behavioral_activation,0,RDoC,0.4373836718438555
13,POSITIVE_VALENCE,EFFORT,behavioral_activation_drive,0,RDoC,
13,POSITIVE_VALENCE,EFFORT,behavioral_activation_scale,0,RDoC,0.41394268757673647
13,POSITIVE_VALENCE,EFFORT,behavioral_activation_scale_drive,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,attention,1,RDoC,0.6258999254554709
14,COGNITIVE_SYSTEMS,ATTENTION,ant_distractibility,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,ant_task_distractibility,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,attentional_lapse,0,RDoC,0.32179951387842565
14,COGNITIVE_SYSTEMS,ATTENTION,distractibility,0,RDoC,0.5438778722390042
14,COGNITIVE_SYSTEMS,ATTENTION,feature_attention,0,RDoC,0.46463902369011745
14,COGNITIVE_SYSTEMS,ATTENTION,object_attention,0,RDoC,0.22817173277328928
14,COGNITIVE_SYSTEMS,ATTENTION,psychophysics,0,RDoC,0.37833595099398165
14,COGNITIVE_SYSTEMS,ATTENTION,spatial_attention,0,RDoC,0.6094359978276707
14,COGNITIVE_SYSTEMS,ATTENTION,sustained_attention,0,RDoC,0.5716884442967243
14,COGNITIVE_SYSTEMS,ATTENTION,capacity_limitation,0,RDoC,0.43992875958173316
14,COGNITIVE_SYSTEMS,ATTENTION,competition,0,RDoC,0.43640692715675145
14,COGNITIVE_SYSTEMS,ATTENTION,divided_attention,0,RDoC,0.7086047837844681
14,COGNITIVE_SYSTEMS,ATTENTION,attentional_blink,0,RDoC,0.529387602593826
14,COGNITIVE_SYSTEMS,ATTENTION,blocked_channelselection,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,blocked_channelselection_task,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,capture,0,RDoC,0.497486378431926
14,COGNITIVE_SYSTEMS,ATTENTION,capture_paradigm,0,RDoC,0.4257852577787986
14,COGNITIVE_SYSTEMS,ATTENTION,dichotic_listening,0,RDoC,0.5185148650879404
14,COGNITIVE_SYSTEMS,ATTENTION,distraction,0,RDoC,0.5541299886816179
14,COGNITIVE_SYSTEMS,ATTENTION,distraction_paradigm,0,RDoC,0.4312641547172462
14,COGNITIVE_SYSTEMS,ATTENTION,dual_paradigm,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,dual_task,0,RDoC,0.5430023077992079
14,COGNITIVE_SYSTEMS,ATTENTION,dual_task_paradigm,0,RDoC,0.49124565353901994
14,COGNITIVE_SYSTEMS,ATTENTION,frequency_domain_analysis,0,RDoC,0.07035174638120278
14,COGNITIVE_SYSTEMS,ATTENTION,intermodal_selective_attention,0,RDoC,0.2579234222014086
14,COGNITIVE_SYSTEMS,ATTENTION,nonspatial_cuing,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,nonspatial_cuing_paradigm,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,psychological_refractory_period,0,RDoC,0.39439780978435945
14,COGNITIVE_SYSTEMS,ATTENTION,psychological_refractory_period_paradigm,0,RDoC,0.35288471258268095
14,COGNITIVE_SYSTEMS,ATTENTION,selective_attention,0,RDoC,0.7425631053517013
14,COGNITIVE_SYSTEMS,ATTENTION,spatial_cuing,0,RDoC,0.38525903466374956
14,COGNITIVE_SYSTEMS,ATTENTION,spatial_cuing_paradigm,0,RDoC,0.27386509422659566
14,COGNITIVE_SYSTEMS,ATTENTION,timeseries_response_time,0,RDoC,
14,COGNITIVE_SYSTEMS,ATTENTION,visual_search,0,RDoC,0.7070606930685951
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,visual,1,RDoC,0.6101883019964549
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,visual_perception,1,RDoC,0.7233226987847721
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,discrimination,0,RDoC,0.5590434990980371
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,identification,0,RDoC,0.4283787215183886
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,localization,0,RDoC,0.21547814575946767
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_learning,0,RDoC,0.5583702549420626
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_priming,0,RDoC,0.3787308550585976
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,reading,0,RDoC,0.22827845376423994
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,stimulus_detection,0,RDoC,0.4532142644101801
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,visual_acuity,0,RDoC,0.3730910715369573
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perception,0,RDoC,0.567027172241237
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,actionperception_loop,0,RDoC,0.10400327793104092
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,backward_masking,0,RDoC,0.47366416552032287
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,biological_motion_processing,0,RDoC,0.4165056209246569
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,bistability,0,RDoC,0.4061958720186387
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,coherent_motion,0,RDoC,0.42135560187187004
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,contour_integration,0,RDoC,0.6438478731765216
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,contour_interpolation,0,RDoC,0.40226761152514556
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,contrast_sensitivity,0,RDoC,0.4953055782288116
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,cross_modality,0,RDoC,0.09656374918225696
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,cross_modality_paradigm,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,emotion_expression_identification,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,face_identification,0,RDoC,0.517826203051656
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,figure_ground,0,RDoC,0.4369231644147835
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,lateral_facilitation,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,local_computation,0,RDoC,0.30676108039351846
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,motion_processing,0,RDoC,0.5881630907414032
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,multistability,0,RDoC,0.13301659713901615
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,nonlocal_property_image,0,RDoC,
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,object_perception,0,RDoC,0.5922628294323007
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,object_recognition,0,RDoC,0.7146000908789804
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,parallel_search,0,RDoC,0.15471791520538503
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_closure,0,RDoC,0.4439402638414929
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,perceptual_organization,0,RDoC,0.5105237808546199
15,COGNITIVE_SYSTEMS,VISUAL_PERCEPTION,reentrant_processing,0,RDoC,0.4185471826763453
