ORDER,NAME,CLASS,CATEGORY,TOKEN
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,attentiondeficit_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,attentiondeficit_hyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,attentiondeficithyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,specified_attention_deficithyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,specified_attentiondeficit_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,specified_attentiondeficit_hyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,specified_attentiondeficithyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,unspecified_attention_deficithyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,unspecified_attentiondeficit_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,unspecified_attentiondeficit_hyperactivity_disorder
3,Neurodevelopmental Disorders,DEVELOPMENTAL,ADHD,unspecified_attentiondeficithyperactivity_disorder
4,Neurodevelopmental Disorders,DEVELOPMENTAL,LEARNING_DISORDER,specific_learning_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,chronic_motor_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,chronic_motor_vocal_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,chronic_vocal_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,developmental_coordination_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,persistent_motor_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,persistent_motor_vocal_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,persistent_vocal_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,provisional_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,specified_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,stereotypic_movement_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,unspecified_tic_disorder
5,Neurodevelopmental Disorders,DEVELOPMENTAL,MOTOR_DISORDER,unspecified_tic_disorder
6,Neurodevelopmental Disorders,DEVELOPMENTAL,NEURODEV_DISORDER,neurodevelopmental_disorder
6,Neurodevelopmental Disorders,DEVELOPMENTAL,NEURODEV_DISORDER,specified_neurodevelopmental_disorder
6,Neurodevelopmental Disorders,DEVELOPMENTAL,NEURODEV_DISORDER,unspecified_neurodevelopmental_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,alcohol_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,alcoholinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,amphetamine_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,amphetamineinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,anxiolytic_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,anxiolyticinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,brief_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,cannabis_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,cannabisinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,cocaine_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,cocaineinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,delusional_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,hallucinogen_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,hallucinogeninduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,hypnotic_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,hypnoticinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,inhalant_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,inhalantinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,medication_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,medicationinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,phencyclidine_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,phencyclidineinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,psychotic_disorder_due_another_medical_condition
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,schizoaffective_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,schizophrenia
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,schizophreniform_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,schizotypal_personality_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,sedative_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,sedativeinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,specified_schizophrenia_spectrum_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,stimulent_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,stimulentinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,substance_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,substanceinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,unknown_substance_induced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,unknown_substanceinduced_psychotic_disorder
7,Psychotic Disorders,PSYCHOTIC,PSYCHOTIC_DISORDER,unspecified_schizophrenia_spectrum_psychotic_disorder
8,Psychotic Disorders,PSYCHOTIC,CATATONIA,catatonia
8,Psychotic Disorders,PSYCHOTIC,CATATONIA,catatonia_associated_another_mental_disorder
8,Psychotic Disorders,PSYCHOTIC,CATATONIA,unspecified_catatonia
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,alcohol_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,alcoholinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,alcoholinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,alcoholinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,amphetamine_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,amphetamine_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,amphetamineinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,amphetamineinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,anxiolytic_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,anxiolytic_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,anxiolyticinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,anxiolyticinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,bipolar_ii_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,cocaine_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,cocaine_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,cocaineinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,cocaineinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,cyclothymic_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hallucinogen_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hallucinogen_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hallucinogeninduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hallucinogeninduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hypnotic_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hypnotic_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hypnoticinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,hypnoticinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,medication_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,medication_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,medicationinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,medicationinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,phencyclidine_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,phencyclidine_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,phencyclidineinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,phencyclidineinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,sedative_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,sedative_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,sedativeinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,sedativeinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,specified_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,stimulant_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,stimulant_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,stimulantinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,stimulantinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,substance_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,substance_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,substanceinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,substanceinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,unknown_substance_induced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,unknown_substance_induced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,unknown_substanceinduced_bipolar_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,unknown_substanceinduced_bipolar_related_disorder
9,Bipolar Disorders,BIPOLAR,BIPOLAR_DISORDER,unspecified_bipolar_related_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,alcohol_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,alcoholinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,amphetamineinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,anxiolytic_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,anxiolyticinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,cocaine_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,cocaineinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,depressive_disorder_due_another_medical_condition
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,disruptive_mood_dysregulation_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,dysthymia
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,hallucinogen_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,hallucinogeninduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,hypnotic_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,hypnoticinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,inhalant_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,inhalantinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,major_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,mdd
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,medication_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,medicationinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,opioid_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,opioidinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,persistent_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,phencyclidine_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,phencyclidineinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,premenstrual_dysphoric_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,sedative_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,sedativeinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,specified_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,stimulant_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,stimulantinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,substanceinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,unknown_substance_induced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,unknown_substanceinduced_depressive_disorder
10,Depressive Disorders,DEPRESSIVE,DEPRESSIVE_DISORDER,unspecified_depressive_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,agoraphobia
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,alcohol_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,alcoholinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,amphetamine_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,amphetamineinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,anxiety_disorder_due_another_medical_condition
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,anxiolytic_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,anxiolyticinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,caffeine_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,caffeineinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,cannabis_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,cannabisinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,cocaine_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,cocaineinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,generalized_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,hallucinogen_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,hallucinogeninduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,hypnotic_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,hypnoticinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,inhalant_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,inhalantinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,medication_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,medicationinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,opioid_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,opioidinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,panic_attack_specifier
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,panic_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,phencyclidine_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,phencyclidineinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,sedative_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,sedativeinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,selective_mutism
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,separation_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,social_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,social_phobia
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,specific_phobia
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,specified_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,stimulant_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,stimulantinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,substance_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,substanceinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,unknown_substance_induced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,unknown_substanceinduced_anxiety_disorder
11,Anxiety Disorders,ANXIETY,ANXIETY_DISORDER,unspecified_anxiety_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamine_induced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamine_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamine_induced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamine_induced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamineinduced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamineinduced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamineinduced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,amphetamineinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,body_dysmorphic_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,cocaine_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,cocaineinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,excoriation_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,hair_pulling_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,hairpulling_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,hoarding_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,medication_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,medicationinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessive_compulsive_personality_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessive_compulsive_related_disorder_due_another_medical_condition
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessivecompulsive_personality_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,obsessivecompulsive_related_disorder_due_another_medical_condition
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,ocd
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,skin_picking_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,skinpicking_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,specified_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,specified_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulant_induced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulant_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulant_induced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulant_induced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulantinduced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulantinduced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulantinduced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,stimulantinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,substance_induced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,substanceinduced_obsessive_compulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,substanceinduced_obsessive_compulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,substanceinduced_obsessivecompulsive_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,substanceinduced_obsessivecompulsive_related_disorder
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,trichotillomania
12,Obsessive-Compulsive Disorders,OBSESSIVE_COMPULSIVE,OCD,unknown_substance_induced_obsessive_compulsive_disorder
